Reg	Orden	Hogar	Fex_c	P24	P26	P26n	P27	P27a	P27bi	P27bii	Valor28	P29	Valor29	P30	Valor30	P30a	Valor30a	P30b	Valor30b	Valor31	Valor32a	Valor32b	Valor33a	Valor33b	Valor33c	P33a	P33b	P33c	P33d	P33e	Llave_viv	Llave_hog	Fex_c_2011
60	02	01	246.53126882	32	50	5020	6														0	0	0	0	0	1	1	4	1	3	200601207078	20060120707801	248.424981646426
60	01	01	258.54578308	98	60	6031	4													400000	0	0	0	0	0	1	1	5	2		200601207079	20060120707901	259.814297723377
60	02	01	258.54578308	32	63	6331	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601207079	20060120707901	259.814297723377
60	01	01	206.0239029	98	50	5051	1	2			150000	2		2		2		2			0	0	0	0	0	1	1	4	2		200601207080	20060120708001	206.313107304145
60	03	01	206.0239029	44	64	6421	1	2			99	2		2		2		2			0	0	0	0	0	2			2		200601207080	20060120708001	206.313107304145
60	05	01	206.0239029	41	52	5211	4													200000	0	0	0	0	0	2			2		200601207080	20060120708001	206.313107304145
60	01	01	147.11419419	98	45	4542	1	1	1		452000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207081	20060120708101	147.072523905773
60	01	01	240.91141893	45	52	5239	4													3000000	0	0	0	0	0	2			2		200601207082	20060120708201	242.680628029765
60	01	01	399.46288515	84	50	5040	5													600000	0	0	0	0	0	2			2		200601207083	20060120708301	400.1513025721
60	01	01	366.90894869	21	22	2220	5													98	0	0	0	0	0	1	1	4	2		200601207084	20060120708401	365.647276353222
60	03	01	366.90894869	45	22	2220	1	2			426000	2		2		2		2			0	0	0	0	0	1	1	5	2		200601207084	20060120708401	365.647276353222
60	07	01	366.90894869	54	95	9500	3	2			140000	1	150000	1	100000	2		2			0	0	0	0	0	1	2		2		200601207084	20060120708401	365.647276353222
60	01	01	265.2829614	13	80	8043	2	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207085	20060120708501	264.719035411489
60	02	01	214.3374173	21	50	5020	5													1000000	0	0	0	0	0	1	1	4	9		200601207086	20060120708601	215.847773095013
60	01	01	291.68428417	32	70	7010	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207087	20060120708701	293.166610174954
60	02	01	291.68428417	12	74	7411	4													500000	0	0	0	0	0	1	1	5	2		200601207087	20060120708701	293.166610174954
60	02	01	234.96932989	45	24	2423	1	1	2	03	426000	2		2		2		2			0	0	0	0	0	1	1	1	9		200601207088	20060120708801	235.739119704202
60	01	01	286.23711314	40	52	5225	1	1	1		480000	1	200000	2		2		2			0	0	0	0	0	2			2		200601207089	20060120708901	285.807536729579
60	01	01	309.31864833	13	80	8043	2	1	1		1280000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207090	20060120709001	310.300279868567
60	02	01	309.31864833	81	20	2090	5													0	0	0	0	0	0	2			2		200601207090	20060120709001	310.300279868567
60	04	01	309.31864833	93	20	2090	1	2			400000	2		2		2		2			0	0	0	0	0	2			2		200601207090	20060120709001	310.300279868567
60	01	01	248.90269417	44	64	6421	1	1	1		450000	2		2		2		2			0	0	1200000	0	0	1	1	1	1	1	200601207091	20060120709101	251.018139111731
60	01	01	230.67905451	83	34	3430	4													98	0	0	0	0	0	1	1	4	3		200601207092	20060120709201	229.256258908318
60	02	01	230.67905451	57	93	9302	4													600000	0	0	0	0	0	1	1	5	2		200601207092	20060120709201	229.256258908318
60	01	01	286.23711314	45	50	5030	4													98	0	0	0	0	0	2			2		200601207093	20060120709301	285.807536729579
60	01	01	286.23711314	45	50	5051	4													300000	0	0	0	0	0	2			2		200601207094	20060120709401	285.807536729579
60	01	01	248.18308249	60	01	0121	1	2			350000	2		1	200000	2		2			0	0	0	0	0	1	1	1	1	1	200601207095	20060120709501	248.883629176105
60	05	01	248.18308249	58	52	5234	1	2			450000	2		2		2		2			0	0	0	0	0	2			2		200601207095	20060120709501	248.883629176105
60	01	01	226.97805464	44	70	7020	4													800000	0	0	0	0	0	1	1	5	2		200601207096	20060120709601	227.401608622235
60	02	01	226.97805464	39	85	8511	2	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207096	20060120709601	227.401608622235
60	01	01	288.51133722	85	52	5272	4													0	300000	0	0	0	0	2			2		200601207098	20060120709801	285.844133450521
60	03	01	288.51133722	39	74	7499	4													300000	0	0	0	0	0	2			2		200601207098	20060120709801	285.844133450521
60	04	01	288.51133722	84	72	7250	4													350000	0	0	0	0	0	2			2		200601207098	20060120709801	285.844133450521
60	01	01	247.64859724	51	55	5521	5													600000	0	0	0	0	0	2			2		200601207099	20060120709901	247.585365717876
60	01	01	274.92526609	79	18	1810	4													400000	0	0	7200000	0	0	2			2		200601207100	20060120710001	273.952446495245
60	03	01	233.08910987	39	41	4100	1	2			700000	2		2		2		2			300000	0	0	0	0	1	1	1	1	1	200601207101	20060120710101	232.141826860076
60	01	01	317.70685609	02	45	4530	4													98	0	0	0	0	0	1	1	4	1	3	200601207103	20060120710301	316.100917558468
60	02	01	259.6631115	54	95	9500	3	2			208000	1	168000	1	150000	2		2			0	0	0	0	0	2			2		200601207104	20060120710401	258.974681794828
60	04	01	206.97226514	03	52	5272	4													400000	0	550000	0	0	0	1	1	3	3		200601207105	20060120710501	207.674781463317
60	01	01	324.0817518	06	85	8512	4													800000	0	0	0	0	0	2			2		200601207106	20060120710601	324.312941531688
60	01	01	388.25597975	41	51	5133	4													800000	0	0	0	0	0	2			2		200601207107	20060120710701	388.078455939585
60	02	01	388.25597975	51	55	5521	5													700000	0	0	0	0	0	2			2		200601207107	20060120710701	388.078455939585
60	03	01	388.25597975	32	40	4010	4													780000	0	0	0	0	0	1	1	4	1	3	200601207107	20060120710701	388.078455939585
60	01	01	408.40577383	02	72	7250	5													520000	0	0	8400000	0	0	1	1	4	2		200601207108	20060120710801	409.688487821362
60	02	01	408.40577383	45	36	3611	1	2			450000	1	72000	2		2		2			0	0	0	0	0	1	1	5	2		200601207108	20060120710801	409.688487821362
60	01	01	294.15818203	21	70	7010	1	1	1		1500000	2		2		2		2			0	0	2000000	0	0	1	1	1	1	1	200601207109	20060120710901	296.658257165027
60	01	01	284.71393312	40	51	5141	1	1	1		1300000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207110	20060120711001	286.804819818137
60	02	01	284.71393312	13	80	8043	1	1	2	10	800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207110	20060120711001	286.804819818137
60	01	01	354.16256963	41	52	5211	5													700000	0	0	0	0	0	1	1	4	1	3	200601207111	20060120711101	356.323600583854
60	02	01	262.75249542	54	95	9500	3	2			200000	1	200000	1	100000	2		2			0	0	0	0	0	2			2		200601207112	20060120711201	264.946652546039
60	01	01	284.71393312	08	72	7210	4													1800000	0	0	0	0	0	1	1	5	1	3	200601207113	20060120711301	286.804819818137
60	02	01	284.71393312	07	85	8511	1	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207113	20060120711301	286.804819818137
60	01	01	337.69584105	33	65	6512	1	1	1		1600000	2		2		2		2			0	0	6000000	0	0	1	1	1	1	1	200601207114	20060120711401	338.266549867648
60	03	01	337.69584105	54	95	9500	3	1	1		216000	1	180000	1	80000	2		2			0	0	0	0	0	2			2		200601207114	20060120711401	338.266549867648
60	01	01	314.99882627	45	52	5243	1	1	1		700000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207116	20060120711601	316.907170682332
60	01	01	243.19109709	44	50	5012	4													1000000	0	0	0	0	0	1	1	4	2		200601207117	20060120711701	243.644905526121
60	02	01	341.78572325	39	41	4100	1	1	1		550000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207118	20060120711801	341.622952427574
60	03	01	341.78572325	51	55	5529	4													0	0	0	0	0	0	1	1	5	2		200601207118	20060120711801	341.622952427574
60	01	02	312.51929259	56	93	9301	1	2			400000	1	172000	2		2		2			0	0	0	0	0	1	1	5	2		200601207118	20060120711802	341.622952427574
60	02	02	312.51929259	53	55	5529	1	9			426000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601207118	20060120711802	341.622952427574
60	02	01	220.73621242	45	52	5225	1	1	2	12	426000	2		2		2		2			0	0	600000	0	0	1	1	1	1	1	200601207119	20060120711901	211.488524087719
60	01	02	306.68303013	11	75	7512	2	1	1		1500000	2		2		2		2			0	0	0	800000	0	1	1	1	1	1	200601207119	20060120711902	211.488524087719
60	04	01	317.01187799	79	18	1810	1	1	2	12	98	2		2		2		2			0	0	0	0	98	2			2		200601207120	20060120712001	318.314256803951
60	01	01	321.08138463	59	85	8511	2	1	2	12	600000	2		2		2		2			0	0	0	0	600000	1	1	1	1	1	200601207121	20060120712101	323.040560638303
60	02	01	244.04589351	34	72	7230	1	2			426000	2		2		2		2			0	0	0	0	0	2			2		200601207122	20060120712201	248.08357108732
60	02	01	375.06204317	57	93	9302	4													50000	0	0	0	0	0	1	1	5	2		200601207123	20060120712301	374.632438301663
60	03	01	375.06204317	92	74	7494	1	1	2	12	680000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207123	20060120712301	374.632438301663
60	01	01	266.68181362	45	18	1810	1	1	2	06	426000	2		2		2		2			200000	0	2400000	0	0	1	1	1	1	1	200601207125	20060120712501	321.992233201329
60	01	02	366.9188636	58	75	7522	2	1	1		750000	2		2		1	98	2			0	0	0	0	0	1	1	1	1	1	200601207125	20060120712502	321.992233201329
60	01	01	378.81999785	39	85	8511	2	1	2	12	800000	2		2		2		2			0	0	200000	0	0	1	1	1	1	1	200601207126	20060120712601	380.35386512584
60	01	01	315.85833481	21	28	2812	1	1	2	12	800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207127	20060120712701	317.328609777468
60	02	01	315.85833481	59	85	8511	1	1	1		780000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207127	20060120712701	317.328609777468
60	01	01	252.60369404	79	18	1810	1	2			400000	2		2		2		2			0	0	0	0	0	2			2		200601207128	20060120712801	252.872789397814
60	02	01	252.60369404	45	92	9242	1	1	9		408000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601207128	20060120712801	252.872789397814
60	01	01	371.59615658	45	51	5125	1	2			300000	2		2		2		2			0	0	0	0	0	2			2		200601207129	20060120712901	369.593263757041
60	02	01	371.59615658	45	15	1511	1	2			320000	1	30000	2		2		2			0	0	0	0	0	2			2		200601207129	20060120712901	369.593263757041
60	01	01	309.31864833	41	52	5211	4													280000	0	0	0	0	0	1	2		2		200601207130	20060120713001	310.300279868567
60	03	01	386.1140855	45	52	5211	1	1	1		310000	1	50000	2		2		2			0	0	0	0	0	1	2		2		200601207132	20060120713201	383.72056939727
60	02	01	226.97805464	89	26	2693	1	1	9		408000	1	45000	2		1	60000	2			0	0	0	0	0	1	1	1	1	1	200601207133	20060120713301	227.401608622235
60	02	01	294.80071942	53	55	5521	1	1	2	12	448000	1	150000	2		2		2			0	0	0	0	0	1	1	1	2		200601207134	20060120713401	296.172974228338
60	01	01	314.70930766	90	25	2529	1	2			350000	2		2		2		2			0	0	0	0	0	2			2		200601207135	20060120713501	313.343240642892
60	03	01	314.70930766	53	55	5521	1	2			408000	1	150000	2		2		2			0	0	0	0	0	2			2		200601207135	20060120713501	313.343240642892
60	04	01	314.70930766	45	52	5269	4													350000	0	0	0	0	0	2			2		200601207135	20060120713501	313.343240642892
60	06	01	314.70930766	45	52	5221	1	2			80000	1	15000	2		2		2			0	0	0	0	0	2			2		200601207135	20060120713501	313.343240642892
60	01	01	216.95893453	55	74	7493	4													240000	0	0	0	0	0	1	2		2		200601207137	20060120713701	219.271702268209
60	01	01	301.32737309	37	80	8043	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207138	20060120713801	301.9627687866
60	02	01	301.32737309	54	95	9500	3	2			200000	1	120000	2		2		2			0	0	0	0	0	1	1	5	2		200601207138	20060120713801	301.9627687866
60	03	01	301.32737309	99	50	5020	4													250000	0	0	0	0	0	2			2		200601207138	20060120713801	301.9627687866
60	04	01	301.32737309	97	52	5262	1	2			360000	1	120000	2		2		2			0	0	0	0	0	2			2		200601207138	20060120713801	301.9627687866
60	02	01	277.75091989	56	93	9301	4													120000	0	0	0	0	0	2			2		200601207139	20060120713901	277.887590767424
60	01	01	297.92938825	71	10	1010	1	2			400000	1	90000	1	30000	2		2			0	0	0	0	0	9			9		200601207140	20060120714001	295.999698097629
60	01	01	357.84563513	30	75	7513	4													830000	0	0	0	0	0	1	1	4	1	3	200601207142	20060120714201	359.876581749424
60	01	01	338.28074505	95	45	4521	5													2000000	550000	0	0	0	0	1	1	5	2		200601207143	20060120714301	337.773063057751
60	01	02	321.22911247	45	51	5132	4													1800000	0	0	0	0	0	2			2		200601207144	20060120714402	280.836319986661
60	01	01	283.23181628	13	80	8043	2	1	1		2000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207145	20060120714501	282.747899565811
60	02	01	283.23181628	53	55	5521	4													300000	0	0	0	0	0	1	1	5	2		200601207145	20060120714501	282.747899565811
60	03	01	283.23181628	33	74	7412	4													0	0	0	0	0	0	1	1	4	2		200601207145	20060120714501	282.747899565811
60	01	01	214.68039261	85	52	5272	5													800000	0	0	0	0	0	2			2		200601207147	20060120714701	217.779525862315
60	02	01	214.68039261	57	93	9302	4													500000	0	0	0	0	0	2			2		200601207147	20060120714701	217.779525862315
60	03	01	214.68039261	33	65	6596	1	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207147	20060120714701	217.779525862315
60	01	01	258.80295563	08	72	7220	4													1000000	0	0	0	0	0	1	1	5	1	3	200601207148	20060120714801	258.89433175504
60	03	01	258.80295563	08	85	8512	1	1	2	12	800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207148	20060120714801	258.89433175504
60	04	01	258.80295563	59	92	9213	1	1	2	04	480000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207148	20060120714801	258.89433175504
60	01	01	270.51493987	41	52	5211	4													300000	0	0	900000	0	0	1	2		2		200601207149	20060120714901	273.344698292074
60	01	01	344.71832072	58	75	7523	2	1	1		1400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207150	20060120715001	346.470163236964
60	02	01	344.71832072	39	66	6601	1	1	9		500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207150	20060120715001	346.470163236964
60	01	01	244.39671915	95	45	4521	4													0	0	0	0	0	0	1	1	5	2		200601207151	20060120715101	246.213227910608
60	03	01	244.39671915	39	85	8511	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207151	20060120715101	246.213227910608
60	01	01	279.08518564	21	85	8531	5													98	0	0	0	0	0	1	1	4	2		200601207152	20060120715201	278.949427531041
60	02	01	279.08518564	79	18	1810	1	2			120000	1	120000	2		2		2			0	0	0	0	0	1	1	5	2		200601207152	20060120715201	278.949427531041
60	04	01	279.08518564	59	85	8531	1	2			426000	1	180000	1	100000	2		2			0	0	0	0	0	1	1	5	2		200601207152	20060120715201	278.949427531041
60	01	01	322.15313674	59	52	5239	1	1	2	12	500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207153	20060120715301	319.624332614972
60	02	01	322.15313674	45	52	5239	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207153	20060120715301	319.624332614972
60	03	01	322.15313674	59	52	5239	1	1	2	12	500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207153	20060120715301	319.624332614972
60	01	01	327.55602735	98	60	6022	1	1	1		381500	1	90000	2		1	57000	2			0	0	0	0	0	1	1	1	2		200601207155	20060120715501	329.080753394848
60	02	01	327.55602735	57	93	9302	1	2			400000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601207155	20060120715501	329.080753394848
60	01	01	286.0733811	57	93	9302	4													600000	130000	0	0	0	0	2			2		200601207156	20060120715601	290.425905807682
60	03	01	286.0733811	59	85	8512	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207156	20060120715601	290.425905807682
60	02	01	279.63509399	53	55	5521	4													340000	0	0	0	0	0	1	1	4	2		200601207157	20060120715701	278.485466750767
60	03	01	279.63509399	21	92	9214	5													1000000	0	0	0	0	0	2			2		200601207157	20060120715701	278.485466750767
60	03	01	163.46005231	13	80	8043	1	1	2	11	520000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207158	20060120715801	163.413752036943
60	01	01	252.60369404	41	52	5223	5													1500000	0	0	0	0	0	1	1	4	2		200601207160	20060120716001	252.872789397814
60	02	01	252.60369404	33	52	5223	1	2			600000	2		2		2		2			0	0	0	0	0	1	1	5	2		200601207160	20060120716001	252.872789397814
60	02	01	259.6631115	45	51	5136	4													800000	0	0	0	0	0	2			2		200601207161	20060120716101	258.974681794828
60	01	01	294.80071942	51	55	5521	5													1000000	0	0	0	0	0	1	1	4	2		200601207164	20060120716401	296.172974228338
60	02	01	294.80071942	45	52	5261	4													200000	0	0	0	0	0	1	1	5	2		200601207164	20060120716401	296.172974228338
60	01	01	317.4304163	21	10	1010	5													2000000	0	0	0	0	0	1	1	1	1	1	200601207165	20060120716501	317.586611984459
60	02	01	317.4304163	57	93	9302	5													700000	0	0	0	0	0	1	1	5	2		200601207165	20060120716501	317.586611984459
60	03	01	317.4304163	57	93	9302	1	2			500000	2		2		2		2			0	0	0	0	0	2			2		200601207165	20060120716501	317.586611984459
60	02	01	254.09056955	12	75	7524	2	1	1		1700000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207166	20060120716601	256.212393874503
60	01	01	201.01269671	59	85	8511	2	1	1		900000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207167	20060120716701	207.883938457936
60	03	01	201.01269671	41	52	5244	5													1500000	0	0	4800000	0	0	1	1	4	1	3	200601207167	20060120716701	207.883938457936
60	01	01	313.39803935	13	80	8043	2	1	1		1800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207168	20060120716801	313.621607655062
60	01	01	317.99603829	03	45	4530	1	1	1		1400000	2		1	160000	1	150000	2			0	0	0	0	0	1	1	1	1	1	200601207169	20060120716901	317.10939351163
60	02	01	317.99603829	02	45	4530	1	1	1		1600000	2		1	160000	1	150000	2			0	0	0	0	0	1	1	1	1	1	200601207169	20060120716901	317.10939351163
60	01	01	259.40413953	45	51	5132	4													1500000	0	0	0	0	0	1	1	5	2		200601207170	20060120717001	259.888202430007
60	01	01	336.91595019	41	52	5239	5													4000000	0	0	0	0	0	1	1	4	1	3	200601207171	20060120717101	338.484245326598
60	02	01	336.91595019	07	85	8511	1	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207171	20060120717101	338.484245326598
60	03	01	844.11833338	02	75	7512	4													98	0	0	0	0	0	1	1	4	1	3	200601207172	20060120717201	834.619782303744
60	03	01	277.53276618	54	95	9500	3	1	1		200000	1	150000	1	60000	2		2			0	0	0	0	0	2			2		200601207173	20060120717301	277.455791545111
60	01	01	782.53121697	13	80	8045	2	1	1		1500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207174	20060120717401	796.189510782519
60	01	01	599.53589348	45	52	5223	4													600000	0	0	0	0	0	1	1	5	2		200601207177	20060120717701	627.467850080789
60	02	01	599.53589348	59	85	8511	2	1	1		400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207177	20060120717701	627.467850080789
60	02	01	277.53276618	21	64	6421	4													400000	0	0	0	0	0	1	1	4	2		200601207178	20060120717801	277.455791545111
60	01	01	645.71706239	98	52	5239	4													1500000	0	0	0	0	0	1	1	4	1	3	200601207179	20060120717901	634.675258471267
60	03	01	277.53276618	54	95	9500	3	2			300000	1	100000	1	50000	2		2			0	0	0	0	0	2			2		200601207181	20060120718101	277.455791545111
60	01	01	691.5860619	84	50	5020	4													300000	0	0	0	0	0	1	2		2		200601207182	20060120718201	666.320420593889
60	02	01	691.5860619	54	95	9500	3	1	1		150000	1	100000	2		2		2			0	0	0	0	0	1	2		2		200601207182	20060120718201	666.320420593889
60	01	01	599.53589348	51	55	5521	4													600000	70000	0	0	0	0	2			2		200601207183	20060120718301	574.446651106598
60	02	01	599.53589348	45	55	5521	6														0	0	0	0	0	2			2		200601207183	20060120718301	574.446651106598
60	01	01	605.99081859	45	52	5269	4													98	0	1200000	0	0	0	1	1	3	3		200601207184	20060120718401	584.200341028474
60	02	01	605.99081859	32	85	8512	1	2			384000	2		2		2		2			0	0	0	0	0	1	1	5	2		200601207184	20060120718401	584.200341028474
60	01	01	510.15662509	62	01	0117	1	2			98	1	120000	2		2		2			0	0	0	0	0	2			2		200601207185	20060120718501	509.884164838984
60	02	01	644.00625461	13	80	8043	2	1	1		1900000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207186	20060120718601	593.981719122974
60	03	01	644.00625461	12	74	7411	4													700000	0	0	0	0	0	2			2		200601207186	20060120718601	593.981719122974
60	02	01	1085.782768	95	45	4521	4													200000	70000	0	0	0	0	1	2		2		200601207187	20060120718701	1141.28617532545
60	04	01	1085.782768	57	93	9302	1	2			150000	2		2		2		2			0	0	1200000	0	0	1	2		2		200601207187	20060120718701	1141.28617532545
60	01	02	661.37137139	45	52	5262	1	2			260000	1	180000	2		2		2			0	0	0	0	0	2			2		200601207187	20060120718702	1141.28617532545
60	01	01	928.53016672	95	45	4521	1	2			98	2		2		2		2			0	0	0	0	0	2			2		200601207188	20060120718801	918.081760534119
60	01	01	305.2860428	41	52	5211	4													400000	0	0	0	0	0	1	2		2		200601207189	20060120718901	305.201370699622
60	01	01	896.06131335	95	45	4521	5													550000	0	0	0	0	0	2			2		200601207190	20060120719001	838.876646324178
60	02	01	896.06131335	54	55	5521	4													90000	50000	0	0	0	0	1	2		2		200601207190	20060120719001	838.876646324178
60	01	01	655.6353613	55	74	7493	4													120000	0	0	0	0	0	1	2		2		200601207191	20060120719101	625.850975522993
60	03	01	655.6353613	95	45	4521	5													98	0	0	0	0	0	1	2		2		200601207191	20060120719101	625.850975522993
60	08	01	655.6353613	97	60	6042	1	2			98	1	60000	2		2		2			0	0	0	0	0	1	2		2		200601207191	20060120719101	625.850975522993
60	01	01	813.36205349	79	18	1810	4													30000	100000	0	0	0	0	1	1	5	2		200601207192	20060120719201	793.882969470216
60	02	01	813.36205349	99	63	6310	4													160000	0	0	0	0	0	2			2		200601207192	20060120719201	793.882969470216
60	02	01	277.53276618	53	55	5529	1	2			200000	2		2		2		2			0	0	0	0	0	1	2		2		200601207196	20060120719601	277.455791545111
60	04	01	277.53276618	55	85	8511	2	1	1		480000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207196	20060120719601	277.455791545111
60	02	01	346.50267835	45	92	9242	4													120000	0	0	0	0	0	1	2		2		200601207197	20060120719701	318.804438216242
60	03	01	346.50267835	13	80	8043	2	1	1		750000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207197	20060120719701	318.804438216242
60	02	01	1073.3817569	55	74	7493	4													100000	0	0	0	0	0	2			2		200601207198	20060120719801	1046.44740789223
60	01	01	520.08340588	45	52	5223	4													98	0	0	0	0	0	1	1	4	2		200601207199	20060120719901	473.496816221013
60	03	01	589.81285661	61	01	0123	4													60000	0	0	0	0	0	1	2		2		200601207200	20060120720001	563.776380299956
60	02	01	414.74283106	13	80	8043	2	1	1		980000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207201	20060120720101	382.15409353449
60	01	01	853.55254507	56	93	9301	4													70000	0	0	0	0	0	1	2		2		200601207202	20060120720201	800.936656734312
60	02	01	277.53276618	81	20	2090	4													250000	0	0	0	0	0	2			2		200601207205	20060120720501	277.455791545111
60	03	01	311.29826359	19	85	8532	4													400000	0	0	0	0	0	2			2		200601207206	20060120720601	305.969260337185
60	01	01	939.95252688	21	15	1551	4													350000	0	0	0	0	0	2			2		200601207207	20060120720701	908.935958493234
60	02	01	939.95252688	94	36	3699	1	2			40000	2		2		2		2			0	0	0	0	0	2			2		200601207207	20060120720701	908.935958493234
60	04	01	939.95252688	94	36	3699	1	2			40000	2		2		2		2			0	0	0	0	0	1	1	4	2		200601207207	20060120720701	908.935958493234
60	05	01	939.95252688	45	15	1551	6														0	0	0	0	0	2			2		200601207207	20060120720701	908.935958493234
60	01	01	599.53589348	13	80	8060	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207208	20060120720801	574.446651106598
60	01	01	559.80964968	13	80	8043	2	1	1		1500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207209	20060120720901	523.971733663806
60	02	01	559.80964968	98	60	6021	4													250000	0	0	0	0	0	1	1	5	1	3	200601207209	20060120720901	523.971733663806
60	01	01	402.40688413	98	60	6022	5													1000000	0	0	0	0	0	1	1	5	2		200601207210	20060120721001	389.703316387552
60	02	01	402.40688413	13	80	8043	2	1	1		1500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207210	20060120721001	389.703316387552
60	03	01	402.40688413	21	75	7512	2	1	2	12	1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207210	20060120721001	389.703316387552
60	05	01	402.40688413	54	95	9500	3	2			170000	1	150000	1	50000	2		2			0	0	0	0	0	2			2		200601207210	20060120721001	389.703316387552
60	01	01	607.40800133	37	80	8043	2	1	1		400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207213	20060120721301	574.788465569182
60	01	01	277.53276618	59	85	8511	2	1	1		812000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207214	20060120721401	277.455791545111
60	01	01	360.54943307	41	51	5124	4													200000	0	0	0	600000	0	1	1	4	1	3	200601207215	20060120721501	351.948754711472
60	01	01	277.53276618	13	80	8043	2	1	1		1400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207216	20060120721601	277.455791545111
60	03	01	277.53276618	57	93	9302	4													30000	0	0	300000	0	0	1	1	4	2		200601207216	20060120721601	277.455791545111
60	01	01	277.53276618	13	80	8043	2	1	1		1400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207217	20060120721701	277.455791545111
60	03	01	645.25997189	39	80	8050	4													400000	0	0	0	0	0	1	1	4	2		200601207218	20060120721801	630.704877801944
60	04	01	645.25997189	90	19	1932	4													98	0	0	0	0	0	1	1	5	2		200601207218	20060120721801	630.704877801944
60	01	01	941.35116526	98	60	6039	4													300000	0	0	0	0	0	2			3		200601207219	20060120721901	921.04605259948
60	02	01	653.27700083	53	55	5521	1	2			72000	2		2		2		2			0	0	0	0	0	2			2		200601207220	20060120722001	606.433627691805
60	02	01	739.42004863	45	52	5239	4													98	0	0	0	0	0	2			2		200601207221	20060120722101	721.711790427469
60	01	01	751.83252989	45	52	5239	4													30000	0	0	0	0	0	1	2		2		200601207222	20060120722201	738.17137488825
60	02	01	751.83252989	45	52	5223	6														0	0	0	0	0	9			9		200601207222	20060120722201	738.17137488825
60	03	01	751.83252989	61	01	0121	4													98	0	0	0	0	0	9			9		200601207222	20060120722201	738.17137488825
60	02	01	559.80964968	59	64	6421	4													45000	0	0	0	0	0	1	2		2		200601207223	20060120722301	523.971733663806
60	01	01	831.23458196	81	36	3611	4													400000	0	0	0	0	0	1	2		2		200601207224	20060120722401	809.010921986558
60	02	01	831.23458196	53	55	5529	4													36000	0	0	0	0	0	1	1	2	2		200601207224	20060120722401	809.010921986558
60	02	01	277.53276618	13	80	8043	1	1	9		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207225	20060120722501	277.455791545111
60	01	01	933.49760178	13	80	8043	2	1	1		1600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601207226	20060120722601	899.182268571358
