Reg	Orden	Hogar	Area	Fex_c	Rama4d	P49	P50	P51	P52	P52na	P53	P54	P55	P56	P57	P57na	Valor58a	Valor58b	Valor58c	Valor59a	Valor59b	Valor59c	Dsi	Llave_viv	Llave_hog	Fex_c_2011
70	02	01	73	111.84079439	9500	208	48	55	1	09	2	998	54	95	3	7	0	0	0	0	0	0	1	200601107127	20060110712701	112.59933509741
70	02	01	73	126.03863158	7020	104	20	33	1	01	2	156	58	70	1	8	100000	0	0	200000	0	0	1	200601107128	20060110712801	127.726642977416
70	03	01	73	85.480426093	1551	4	48	98	1	01	2	8	98	15	1	7	0	0	0	0	0	0	1	200601107136	20060110713601	85.4487175533475
70	08	01	73	85.480426093	3699	4	48	53	1	01	2	8	97	36	1	1	0	0	0	0	0	0	1	200601107136	20060110713601	85.4487175533475
70	05	01	73	263.12944176	3611	4	48	83	1	01	2	8	83	36	1	1	0	0	0	100000	0	0	1	200601107137	20060110713701	263.035390205056
70	05	01	73	85.480426093	5234	34	48	34	1	01	2	4	45	52	1	8	240000	0	0	0	0	0	1	200601107138	20060110713801	85.4487175533475
70	02	01	73	172.99198622	5521	52	48	53	1	01	2	13	53	55	1	8	0	0	0	0	0	0	1	200601107140	20060110714001	172.105719990104
70	01	01	73	120.1821458	5521	52	48	53	1	09	2	4	53	55	1	1	24000	0	0	0	0	0	1	200601107142	20060110714201	120.341502704235
70	01	01	73	222.47718045	5529	998	48	45	1	09	2	208	53	55	1	6	0	0	0	3000000	0	0	1	200601107145	20060110714501	221.65161611404
70	05	01	73	222.47718045	9214	4	48	17	1	02	2	4	17	92	1	8	300000	0	0	0	0	0	1	200601107145	20060110714501	221.65161611404
70	06	01	73	222.47718045	1551	13	48	53	1	01	2	13	45	15	1	8	0	0	0	0	0	0	1	200601107145	20060110714501	221.65161611404
70	04	01	73	120.7355744		52	48	45	1	01	1						0	0	0	0	0	0	1	200601107149	20060110714901	118.52391753492
70	05	01	73	120.7355744		52	48	45	1	01	1						0	0	0	0	0	0	1	200601107149	20060110714901	118.52391753492
70	02	02	73	341.85519258	1810	52	48	79	1	01	2	52	45	18	1	8	0	0	0	0	0	0	1	200601107152	20060110715202	341.43722400136
70	01	01	73	150.76930992	0115	26	40	62	1	01	2	30	62	01	1	8	0	0	0	0	0	0	1	200601107156	20060110715601	151.178944956911
70	01	01	73	177.71659141	1561	4	48	53	1	01	2	4	77	15	1	8	340000	0	0	2000000	0	0	1	200601107163	20060110716301	177.017533464165
70	02	01	73	145.36802398	7530	104	48	32	1	01	2	104	39	75	1	8	0	0	0	0	0	0	1	200601107170	20060110717001	146.334900714138
70	02	01	73	200.25450415	5521	34	48	55	1	01	2	52	53	55	1	7	0	0	0	0	0	0	1	200601107172	20060110717201	200.724841080848
70	03	01	73	200.25450415	0117	52	48	95	1	01	2	4	93	01	4	8	90000	0	0	0	0	0	1	200601107172	20060110717201	200.724841080848
70	04	01	73	200.25450415	0117	4	48	58	2	02	2	4	62	01	1	8	57000	0	0	0	0	0	1	200601107172	20060110717201	200.724841080848
70	02	01	73	134.37998298	4542	4	48	03	1	01	2	8	03	45	1	8	0	0	0	0	0	0	1	200601107176	20060110717601	135.468810584241
70	03	01	73	157.47260018		3	48	45	1	09	1						0	0	0	0	0	0	1	200601107177	20060110717701	156.520700901758
70	01	01	73	164.96714711	7512	998	48	37	1	09	2	998	31	75	2	1	0	0	0	0	0	0	1	200601107178	20060110717801	166.306252836918
70	02	01	73	800.03385515	7414	52	40	39	1	01	2	998	32	74	1	7	0	0	0	0	0	0	1	200601107180	20060110718001	803.786187608231
70	03	01	73	849.12615719	5125	156	40	39	1	01	2	52	97	51	1	1	0	0	0	0	0	0	1	200601107183	20060110718301	837.908877591585
70	05	01	73	849.12615719	1551	52	40	45	1	01	2	4	45	15	1	8	381500	0	0	0	0	0	1	200601107183	20060110718301	837.908877591585
70	01	01	73	566.17068893	9500	52	48	54	3	01	2	52	54	95	3	0	0	200000	0	1900000	0	0	1	200601107187	20060110718701	560.632181297463
70	01	01	73	581.1902082	7524	998	60	58	1	09	2	998	58	75	2	5	0	0	600000	0	0	1200000	1	200601107189	20060110718901	576.681977757155
70	02	01	73	581.1902082	5233	104	48	54	3	01	2	998	45	52	1	8	0	0	0	0	0	0	1	200601107189	20060110718901	576.681977757155
70	02	01	73	677.93258706	7413	156	48	34	1	01	2	998	39	74	1	7	0	0	0	0	0	0	1	200601107191	20060110719101	671.486260215883
70	02	01	73	448.40185247	9302	17	48	57	1	09	2	4	57	93	4	8	150000	0	0	0	0	0	1	200601107193	20060110719301	448.911560691109
70	02	01	73	378.04084558	5244	998	60	41	4	08	2	156	41	52	1	7	0	0	0	1000000	0	0	1	200601107195	20060110719501	380.160913544322
70	05	01	73	298.4595148	8511	104	48	32	1	01	2	104	32	85	1	8	0	0	0	0	0	0	1	200601107197	20060110719701	300.781228999195
70	02	01	73	338.96629353	5244	52	28	45	1	01	2	17	45	52	1	8	0	0	0	2000000	0	0	1	200601107200	20060110720001	335.743130107942
70	01	01	73	356.06476358	6512	998	72	33	1	01	2	998	21	65	2	7	0	0	0	0	0	0	1	200601107206	20060110720601	358.428733284529
70	01	01	73	361.09705485	8043	3	56	13	4	01	2	4	13	80	4	8	700000	0	650000	0	0	1300000	1	200601107207	20060110720701	361.420448575062
70	03	01	73	361.09705485	9214	8	56	45	1	01	2	8	17	92	1	8	0	0	0	400000	0	0	1	200601107207	20060110720701	361.420448575062
70	01	01	73	174.07240646	9120	998	20	53	4	01	2	998	32	91	1	4	0	0	381500	0	0	763000	1	200601107213	20060110721301	172.388842619441
70	02	01	73	173.30849851	7411	104	48	37	1	12	2	13	37	74	1	4	0	0	0	0	0	0	1	200601107214	20060110721401	174.048420443743
70	02	01	73	85.480426093	9500	156	48	54	3	01	2	156	54	95	3	8	0	0	0	0	0	0	1	200601107215	20060110721501	85.4487175533475
70	01	02	73	204.11623757	1810	104	40	53	1	01	2	104	79	18	1	8	0	0	0	840000	0	0	1	200601107216	20060110721602	204.780554866307
70	01	01	73	101.18342524	8011	4	48	55	1	01	2	208	55	80	1	7	0	0	0	0	0	0	1	200601107217	20060110721701	103.362357189744
70	04	01	73	101.18342524	8511	13	48	32	1	07	2	26	32	85	1	8	0	0	0	0	0	0	1	200601107217	20060110721701	103.362357189744
70	05	01	73	101.18342524	5231	26	48	59	1	01	2	26	59	52	1	8	0	0	0	1400000	0	0	1	200601107217	20060110721701	103.362357189744
70	03	01	73	151.1534839	5239	52	48	45	1	01	2	104	45	52	1	6	0	0	0	0	0	0	1	200601107218	20060110721801	152.13933411786
70	01	02	73	151.1534839	0119	4	40	62	1	01	2	3	62	01	1	8	100000	0	0	0	0	0	1	200601107218	20060110721802	152.13933411786
70	03	01	73	191.15713457	9500	4	48	54	3	01	2	4	54	95	3	8	100000	0	0	360000	0	0	1	200601107220	20060110722001	192.169838455958
70	05	01	73	159.49538923	9500	52	48	53	1	01	2	208	54	95	3	7	0	0	0	0	0	0	1	200601107227	20060110722701	159.297802319295
70	01	01	73	197.90685783	1810	34	60	79	1	01	2	30	79	18	1	3	0	0	0	3600000	0	0	1	200601107228	20060110722801	197.5738557438
70	04	01	73	197.90685783	1810	1	48	79	1	01	2	2	79	18	1	3	381500	0	0	0	0	0	1	200601107228	20060110722801	197.5738557438
70	02	01	73	108.17159921	5211	4	48	97	1	01	2	4	97	52	1	8	426000	0	0	0	0	500000	1	200601107231	20060110723101	108.990638552022
70	03	01	73	108.17159921	7411	26	60	32	1	01	2	26	32	74	1	8	0	0	0	0	0	0	1	200601107231	20060110723101	108.990638552022
70	04	01	73	108.17159921	5233	26	48	45	1	01	2	26	45	52	1	8	0	0	0	0	0	0	1	200601107231	20060110723101	108.990638552022
70	02	01	73	209.83458974	1810	26	30	79	1	01	2	13	79	18	1	1	0	0	0	0	0	0	1	200601107232	20060110723201	210.98360015733
70	01	01	73	213.34342919	9242	998	60	44	4	01	2	998	45	92	4	6	0	0	0	0	0	0	1	200601107235	20060110723501	215.217755093463
70	01	01	73	170.34474269	9500	13	30	56	4	01	2	13	54	95	3	8	0	80000	0	0	0	0	1	200601107236	20060110723601	169.565496872423
70	03	01	73	170.34474269		104	30	37	1	01	1						0	0	0	500000	0	0	1	200601107236	20060110723601	169.565496872423
70	04	01	73	228.37688144	1810	26	40	39	1	01	2	26	39	18	1	1	0	0	0	0	0	0	1	200601107243	20060110724301	231.500640868915
70	01	02	73	170.96085219	6021	4	60	98	4	09	2	4	98	60	1	8	500000	0	0	0	0	0	1	200601107244	20060110724402	170.897435106695
70	03	01	73	178.20922608	4521	4	56	45	1	09	2	17	95	45	1	8	0	0	0	0	0	0	1	200601107248	20060110724801	175.990422416355
70	03	01	73	194.36693075	9500	4	20	54	3	11	2	998	54	95	3	3	0	0	0	0	0	0	1	200601107251	20060110725101	196.431056206068
70	02	01	73	153.64724843	5233	52	48	45	1	01	2	104	45	52	1	0	0	0	0	0	0	0	1	200601107253	20060110725301	150.343845511986
70	05	01	73	153.64724843		26	48	45	1	01	1						0	0	0	0	0	0	1	200601107253	20060110725301	150.343845511986
70	02	01	73	305.51329462	5529	52	40	45	1	01	2	52	53	55	4	3	0	0	0	372000	0	0	1	200601107254	20060110725401	306.517878061973
70	05	01	73	305.51329462	4521	52	40	95	1	01	2	1	95	45	1	0	300000	0	0	0	0	0	1	200601107254	20060110725401	306.517878061973
70	02	02	73	305.51329462	5522	1	30	13	1	01	2	2	53	55	1	8	426000	0	0	0	0	150000	1	200601107254	20060110725402	306.517878061973
70	03	01	73	234.57341167		8	48	84	1	01	1						0	0	0	0	0	0	1	200601107256	20060110725601	233.406232835789
70	06	01	73	234.57341167		8	48	95	1	01	1						0	0	0	0	0	0	1	200601107256	20060110725601	233.406232835789
70	02	01	73	134.37998298	4521	8	48	53	1	01	2	52	55	45	1	8	0	0	0	0	0	0	1	200601107258	20060110725801	135.468810584241
70	04	01	73	199.32243629	5272	52	48	37	1	01	2	4	85	52	4	8	150000	0	0	0	0	0	1	200601107259	20060110725901	196.866502987546
70	05	01	73	199.32243629		13	48	55	1	09	1						0	0	0	0	0	0	1	200601107259	20060110725901	196.866502987546
70	01	01	73	208.78804522	5269	998	48	58	1	01	2	52	45	52	4	7	0	0	1200000	0	0	2400000	1	200601107260	20060110726001	208.39668120316
70	02	01	73	208.78804522	1810	998	48	58	1	01	2	13	79	18	1	8	0	0	0	0	0	0	1	200601107260	20060110726001	208.39668120316
70	03	01	73	208.78804522	4552	30	48	95	1	01	2	8	95	45	1	8	0	0	0	0	0	0	1	200601107260	20060110726001	208.39668120316
70	02	01	73	200.00846379		104	24	53	4	08	1						0	0	0	0	0	0	1	200601107261	20060110726101	200.946546902058
70	02	01	73	232.6728216	1810	4	48	79	4	01	2	4	79	18	4	8	172000	0	0	0	0	0	1	200601107265	20060110726501	233.826012830185
70	02	01	73	221.6847806	5261	52	98	41	4	08	2	21	45	52	4	3	0	0	0	0	0	0	1	200601107270	20060110727001	222.959922700288
70	02	01	73	211.48913945	5221	52	48	45	4	08	2	8	41	52	4	7	0	0	0	0	0	0	1	200601107271	20060110727101	210.785525984144
70	02	01	73	118.70444038	8511	52	48	33	1	01	2	52	59	85	1	4	0	0	0	0	0	0	1	200601107276	20060110727601	117.315632651511
70	03	01	73	118.70444038	8043	4	48	13	1	01	2	4	13	80	1	6	500000	0	0	0	0	0	1	200601107276	20060110727601	117.315632651511
70	02	01	73	134.37998298	5241	52	48	33	1	09	2	52	33	52	1	8	0	0	0	0	0	0	1	200601107277	20060110727701	135.468810584241
70	02	01	73	188.40486723	8043	156	40	32	1	01	2	998	32	80	1	3	0	0	0	0	0	0	1	200601107279	20060110727901	188.164819132499
70	02	01	73	293.82401342	9302	8	60	57	4	08	2	2	57	93	1	0	300000	0	0	2400000	0	0	1	200601107281	20060110728101	293.332397722879
70	01	01	73	164.62694446	5190	52	40	45	1	09	2	52	45	51	1	8	0	0	0	6000000	0	0	1	200601107283	20060110728301	162.778752176011
70	02	01	73	168.38182427	9500	2	48	54	3	01	2	21	54	95	3	6	0	0	0	0	0	0	1	200601107286	20060110728601	166.791201290934
70	04	01	73	122.99876821	8511	104	30	59	1	01	2	104	59	85	4	3	0	0	0	0	0	0	1	200601107288	20060110728801	124.489696001059
70	01	01	73	188.81633322	4521	998	48	58	1	01	2	21	95	45	1	8	400000	0	0	0	0	0	1	200601107289	20060110728901	187.919966166885
70	02	01	73	188.81633322		998	48	45	1	01	1						0	0	0	0	0	0	1	200601107289	20060110728901	187.919966166885
70	03	01	73	188.81633322	5233	156	40	58	1	01	2	52	45	52	1	8	0	0	0	0	0	0	1	200601107289	20060110728901	187.919966166885
70	04	01	73	188.81633322	5233	52	40	45	1	01	2	52	45	52	1	8	0	0	0	0	0	0	1	200601107289	20060110728901	187.919966166885
70	01	01	73	151.17748086	4521	4	40	95	1	01	2	4	95	45	5	8	600000	0	0	0	0	0	1	200601107290	20060110729001	152.402411907271
70	02	01	73	151.17748086	8043	4	40	02	1	01	2	6	13	80	4	8	0	0	0	0	0	0	1	200601107290	20060110729001	152.402411907271
70	01	01	73	163.53902698	6031	6	48	98	4	01	2	6	98	60	4	7	0	0	0	0	0	0	1	200601107292	20060110729201	164.626763303405
70	01	01	73	157.6994726	5234	156	48	45	1	09	2	998	45	52	1	8	0	0	0	5000000	0	0	1	200601107294	20060110729401	157.183064415505
70	02	01	73	207.97019822	8050	156	40	13	1	01	2	4	13	80	1	8	600000	0	0	700000	0	2000000	1	200601107295	20060110729501	208.858104532491
70	02	01	73	251.67481439	8512	998	48	45	1	01	2	104	44	85	1	8	0	0	0	0	0	0	1	200601107297	20060110729701	252.12300402833
70	02	01	73	213.63885815	8043	30	30	08	1	01	2	8	13	80	4	8	0	0	0	0	0	0	1	200601107298	20060110729801	215.057239970717
70	01	01	73	85.480426093	7514	52	48	95	1	09	2	52	58	75	2	5	0	0	408014	0	0	763000	1	200601107306	20060110730601	85.4487175533475
70	04	01	73	168.38182427		104	48	45	1	01	1						0	0	0	0	0	0	1	200601107307	20060110730701	166.791201290934
70	01	01	73	149.1229038	1551	52	48	77	1	09	2	52	77	15	1	8	0	0	0	0	0	0	1	200601107308	20060110730801	150.347349829061
70	03	01	73	149.1229038	8060	4	48	13	1	01	2	5	13	80	1	8	0	0	0	0	0	0	1	200601107308	20060110730801	150.347349829061
70	02	01	73	104.34624747	7524	13	40	02	1	01	2	30	34	75	4	8	0	0	0	0	0	0	1	200601107309	20060110730901	102.81378316225
70	04	01	73	201.70417288	5211	78	48	45	1	01	2	104	97	52	1	8	0	0	0	0	0	0	1	200601107311	20060110731101	204.303036203756
70	01	03	73	85.480426093	5223	34	48	45	1	01	2	34	77	52	1	7	0	0	0	0	0	0	1	200601107312	20060110731203	85.4487175533475
70	01	04	73	205.27674409	4552	52	48	95	1	01	2	13	95	45	1	8	0	0	0	0	0	0	1	200601107314	20060110731404	201.533153424073
70	01	05	73	205.27674409	9301	13	20	54	3	01	2	8	56	93	4	3	10000	0	0	0	0	0	1	200601107314	20060110731405	201.533153424073
70	02	02	73	140.23646876	6021	52	48	37	1	01	2	52	98	60	1	1	0	0	0	0	0	0	1	200601107316	20060110731602	142.853950857422
70	05	01	73	240.59152903	5020	2	60	84	1	09	2	4	93	50	1	1	160000	0	0	0	0	0	1	200601107317	20060110731701	239.328082588374
70	02	01	73	243.95977319	5269	4	20	45	4	08	2	8	45	52	1	3	0	0	0	0	0	0	1	200601107319	20060110731901	239.750769699394
70	02	03	73	243.95977319	5269	52	48	55	1	01	2	52	45	52	4	8	0	0	0	0	0	0	1	200601107319	20060110731903	239.750769699394
70	02	01	73	151.98435375	5233	52	48	45	1	01	2	26	45	52	1	1	0	0	0	3600000	0	0	1	200601107320	20060110732001	152.1107362193
70	01	02	73	219.89815253	9500	8	48	54	3	01	2	4	54	95	3	6	140000	0	0	0	0	0	1	200601107321	20060110732102	217.545382298279
70	02	02	73	219.89815253	5020	8	48	99	1	01	2	4	99	50	1	8	120000	0	0	0	0	0	1	200601107321	20060110732102	217.545382298279
70	02	01	73	199.7770822	9500	4	48	54	3	01	2	8	54	95	3	8	250000	0	0	0	0	0	1	200601107324	20060110732401	199.991298423344
70	04	01	73	199.7770822	4521	13	48	95	1	01	2	4	95	45	1	8	420000	0	0	0	0	0	1	200601107324	20060110732401	199.991298423344
70	08	01	73	199.7770822	5249	52	48	53	1	01	2	52	59	52	1	7	0	0	0	0	0	0	1	200601107324	20060110732401	199.991298423344
70	10	01	73	199.7770822	4552	4	48	95	1	01	2	4	95	45	1	8	300000	0	0	0	0	0	1	200601107324	20060110732401	199.991298423344
70	02	01	73	215.85957483	7512	2	56	44	1	01	2	4	39	75	4	8	303000	0	0	0	0	0	1	200601107326	20060110732601	216.713612738729
70	01	01	73	155.74050942	5127	52	48	39	1	01	2	52	45	51	1	7	0	0	0	2400000	0	0	1	200601107329	20060110732901	155.285353204372
70	02	01	73	156.35606498	5020	104	48	32	1	01	2	17	39	50	1	0	0	0	0	0	0	400000	1	200601107331	20060110733101	157.200990844034
70	02	01	73	96.165479355	8043	4	30	13	2	01	2	6	13	80	4	8	0	0	0	0	0	800000	1	200601107342	20060110734201	96.1298072475159
70	03	01	73	96.165479355	9500	4	30	54	1	01	2	52	54	95	3	8	0	0	0	800000	0	0	1	200601107342	20060110734201	96.1298072475159
70	01	01	73	264.58758814	7511	26	40	20	2	01	2	43	20	75	2	0	0	600000	0	0	0	10000000	1	200601107345	20060110734501	264.737104284882
70	04	01	73	264.58758814		17	30	03	1	01	1						0	0	0	0	0	0	1	200601107345	20060110734501	264.737104284882
70	02	01	73	210.133633	8511	998	48	45	1	01	2	998	55	85	1	1	0	0	0	0	0	0	1	200601107347	20060110734701	210.956537343353
70	02	01	73	122.52979213	8043	8	40	13	1	02	2	8	13	80	1	8	0	0	0	0	0	0	1	200601107348	20060110734801	123.492488041283
70	01	01	73	180.54852743	7524	17	48	59	1	09	2	208	58	75	2	5	0	0	900000	0	0	1800000	1	200601107350	20060110735001	180.710224287531
70	02	01	73	180.54852743	5211	52	20	59	1	01	2	208	41	52	4	7	0	0	0	0	0	0	1	200601107350	20060110735001	180.710224287531
70	02	01	73	179.16498429	1530	998	48	70	1	01	2	998	70	15	1	7	0	0	0	0	0	0	1	200601107351	20060110735101	181.433560716924
70	03	01	73	169.69103038	1530	34	48	45	1	02	2	34	45	15	1	8	0	0	0	0	0	0	1	200601107352	20060110735201	171.472199035439
70	01	01	73	180.54852743	8512	52	56	44	1	09	2	52	44	85	1	7	0	0	0	0	0	0	1	200601107357	20060110735701	180.710224287531
70	03	01	73	180.54852743		4	48	85	1	01	1						0	0	0	0	0	0	1	200601107357	20060110735701	180.710224287531
70	03	01	73	136.41111701		52	48	05	1	01	1						0	0	0	0	0	0	1	200601107359	20060110735901	136.67709546765
70	02	01	73	142.9582507	5522	104	48	41	4	08	2	8	51	55	5	7	0	0	0	0	0	0	1	200601107360	20060110736001	139.450692568113
70	04	01	73	142.9582507	5522	52	48	45	1	01	2	8	53	55	6	7	0	0	0	0	0	0	1	200601107360	20060110736001	139.450692568113
70	03	01	73	106.68554882		104	48	32	1	01	1						0	0	0	0	0	0	1	200601107364	20060110736401	107.533585033426
70	03	01	73	166.35903522	8511	156	48	39	1	01	2	156	33	85	2	1	0	100000	0	1500000	0	0	1	200601107365	20060110736501	164.014099873396
70	01	01	73	178.03238179	7493	156	40	33	2	01	2	4	59	74	1	8	300000	0	0	0	0	0	1	200601107367	20060110736701	179.214366642265
70	01	01	73	186.91881683	1551	4	48	32	1	09	2	4	33	15	1	7	426000	0	0	0	0	820000	1	200601107368	20060110736801	186.707765613903
70	02	01	73	208.60604547	5236	6	48	45	1	04	2	6	45	52	1	8	0	0	0	600000	0	0	1	200601107374	20060110737401	205.711633644311
70	03	01	73	208.60604547	5241	4	48	45	1	04	2	13	45	52	1	6	0	0	0	600000	0	0	1	200601107374	20060110737401	205.711633644311
70	01	01	73	217.2089984	9213	78	48	33	1	01	2	8	16	92	1	8	0	0	0	0	0	0	1	200601107375	20060110737501	216.887004318225
70	04	01	73	217.2089984	7513	8	48	17	4	01	2	4	17	75	1	8	500000	0	0	0	0	0	1	200601107375	20060110737501	216.887004318225
70	02	01	73	166.12372918	8043	8	48	13	1	01	2	8	13	80	4	8	0	0	0	0	0	0	1	200601107376	20060110737601	165.638227702508
70	04	01	73	154.98453984	7530	52	48	45	1	01	2	26	17	75	1	6	0	0	0	0	0	0	1	200601107378	20060110737801	153.782341303556
70	02	01	73	115.55444638	6601	17	48	39	1	01	2	17	39	66	1	8	0	0	0	0	0	0	1	200601107381	20060110738101	115.589886722629
70	01	01	73	192.58569775	9303	156	60	98	4	05	2	78	98	93	1	8	0	0	0	0	0	0	1	200601107382	20060110738201	192.758174940781
70	02	01	73	192.58569775	9303	4	48	39	1	01	2	4	39	93	1	8	440000	0	0	0	0	0	1	200601107382	20060110738201	192.758174940781
70	01	01	73	111.84079439	5269	52	48	45	1	02	2	52	45	52	1	7	0	240000	0	2000000	0	0	1	200601107384	20060110738401	112.59933509741
70	02	01	73	180.54852743	1741	2	48	45	1	10	2	13	79	17	4	7	0	0	0	0	0	0	1	200601107386	20060110738601	180.710224287531
70	03	01	73	180.54852743	5139	6	56	45	1	01	2	56	45	51	1	2	0	0	0	0	0	0	1	200601107386	20060110738601	180.710224287531
70	04	01	73	180.54852743	5239	6	48	45	1	09	2	56	45	52	1	8	0	0	0	0	0	0	1	200601107386	20060110738601	180.710224287531
70	01	01	73	195.56755648	9500	52	48	54	3	01	2	17	54	95	3	8	0	0	0	1600000	0	0	1	200601107390	20060110739001	192.854053872623
70	01	02	73	195.56755648	0118	13	48	54	3	01	2	13	62	01	1	8	0	0	0	1800000	0	0	1	200601107390	20060110739002	192.854053872623
70	02	02	73	195.56755648		52	30	95	3	01	1						0	0	0	0	0	0	1	200601107390	20060110739002	192.854053872623
70	02	02	73	168.82888052	7491	2	24	55	1	01	2	4	55	74	1	8	12000	0	0	0	0	0	1	200601107391	20060110739102	170.361966622378
70	01	01	73	122.21327983	4530	8	48	95	1	01	2	8	95	45	1	8	0	100000	0	0	0	0	1	200601107393	20060110739301	121.549787587644
70	03	01	73	122.21327983		4	48	45	1	01	1						0	0	0	0	0	0	1	200601107393	20060110739301	121.549787587644
70	01	01	73	159.11066133	3699	17	40	55	1	01	2	156	94	36	4	7	0	0	0	15000	0	0	1	200601107394	20060110739401	158.921112563737
70	01	01	73	199.39290822	9500	13	60	55	1	01	2	13	54	95	3	8	0	0	0	0	0	0	1	200601107395	20060110739501	199.030909262395
70	02	01	73	199.39290822	4521	8	70	95	1	01	2	8	95	45	1	8	0	0	0	0	0	0	1	200601107395	20060110739501	199.030909262395
70	01	01	73	126.03863158	4552	8	50	95	1	01	2	8	95	45	1	8	0	0	0	0	0	0	1	200601107399	20060110739901	127.726642977416
70	03	01	73	126.03863158	4552	4	50	95	1	01	2	4	95	45	1	8	500000	0	0	0	0	0	1	200601107399	20060110739901	127.726642977416
70	02	02	73	218.99203135	9500	104	48	55	1	01	2	26	54	95	3	8	0	0	0	0	0	0	1	200601107400	20060110740002	219.002261385175
70	02	01	73	201.11665401	7512	52	40	39	1	01	2	8	39	75	4	8	0	0	0	0	0	0	1	200601107402	20060110740201	201.835073493909
70	05	01	73	138.9429566	1810	8	48	79	1	01	2	8	79	18	1	8	0	0	0	0	0	0	1	200601107417	20060110741701	141.843914578898
70	03	01	73	158.00933884	5211	104	48	97	1	01	2	6	97	52	1	8	240000	0	0	0	0	0	1	200601107418	20060110741801	157.840748800699
70	04	01	73	158.00933884		8	48	33	1	01	1						0	0	0	0	0	0	1	200601107418	20060110741801	157.840748800699
70	05	01	73	176.59105804	7512	39	60	53	1	01	2	8	55	75	1	8	70000	0	0	0	0	0	1	200601107419	20060110741901	174.067354985228
70	03	01	73	176.55467637	5020	52	48	32	1	01	2	4	32	50	1	1	426000	0	0	0	0	0	1	200601107420	20060110742001	176.18849658954
70	02	01	73	173.30849851	4521	4	60	95	1	01	2	4	95	45	1	8	400000	0	0	600000	0	0	1	200601107421	20060110742101	174.048420443743
70	01	02	73	150.88303125	5155	104	48	45	1	09	2	104	45	51	4	7	0	0	0	0	0	0	1	200601107425	20060110742502	151.030372456263
70	02	01	73	156.35606498	5233	4	48	45	1	01	2	4	45	52	1	8	426000	0	0	0	0	0	1	200601107426	20060110742601	157.200990844034
70	01	01	73	192.26660064	9500	2	48	54	3	01	2	2	54	95	3	8	150000	120000	0	600000	0	0	1	200601107427	20060110742701	192.220532917959
70	02	02	73	192.26660064	9500	52	48	41	4	08	2	998	54	95	3	3	0	0	0	0	0	0	1	200601107427	20060110742702	192.220532917959
70	04	01	73	201.90905386	5261	8	24	45	4	08	2	26	45	52	4	4	0	0	0	0	0	0	1	200601107430	20060110743001	200.526766907662
70	01	02	73	230.84222221	9500	130	40	98	3	01	2	52	98	95	3	1	0	0	0	1200000	0	0	1	200601107434	20060110743402	230.978583928134
70	02	01	73	177.17023193	1931	156	48	54	3	01	2	52	80	19	1	8	0	0	0	0	0	0	1	200601107435	20060110743501	178.104134229203
70	02	01	73	288.42145163	1810	52	48	79	1	11	2	65	79	18	1	1	0	0	0	0	0	0	1	200601107436	20060110743601	289.326185609956
70	06	01	73	288.42145163	1810	8	56	79	1	07	2	8	79	18	1	1	0	0	0	0	0	0	1	200601107436	20060110743601	289.326185609956
70	03	01	73	267.85332504	5211	8	20	37	1	02	2	8	37	52	1	8	0	0	0	0	0	0	1	200601107437	20060110743701	268.201336403578
70	03	01	73	238.87409704	5223	2	48	77	1	01	2	3	77	52	1	6	400000	0	0	0	0	0	1	200601107438	20060110743801	236.915780591065
70	10	01	73	238.87409704	5223	8	48	77	1	01	2	8	45	52	1	1	0	0	0	0	0	0	1	200601107438	20060110743801	236.915780591065
70	03	01	73	214.00528509	4521	52	60	98	1	01	2	52	98	45	1	6	0	0	0	0	0	0	1	200601107439	20060110743901	212.28138362941
70	03	01	73	232.05726603	1810	8	24	79	1	02	2	8	79	18	1	8	0	0	0	0	0	0	1	200601107442	20060110744201	231.910375190522
70	02	01	73	220.04671945	5233	4	56	45	1	01	2	3	45	52	1	8	420000	0	0	0	0	0	1	200601107447	20060110744701	220.559511038309
70	03	01	73	148.8602422		13	48	45	1	01	1						0	0	0	0	0	0	1	200601107450	20060110745001	148.253271038725
70	02	02	73	148.8602422	8043	4	48	13	1	02	2	8	13	80	1	8	0	0	0	0	0	0	1	200601107450	20060110745002	148.253271038725
70	01	01	73	177.98959859	3611	52	48	37	1	01	2	52	81	36	1	7	0	0	0	0	0	0	1	200601107455	20060110745501	177.469418763149
70	02	01	73	178.69309242	5231	8	48	45	1	01	2	8	45	52	1	8	0	0	0	0	0	0	1	200601107456	20060110745601	179.658724396013
70	02	01	73	206.34169006	3699	998	48	79	1	01	2	998	32	36	1	6	0	0	0	0	0	0	1	200601107457	20060110745701	206.526486929248
70	03	01	73	119.98872424	1551	998	40	58	1	01	2	156	21	15	1	0	0	0	0	0	0	0	1	200601107461	20060110746101	120.747615065341
70	01	01	73	154.50049939	3694	8	30	94	4	08	2	8	94	36	4	0	50000	0	0	300000	0	0	1	200601107463	20060110746301	153.606593864566
70	04	01	73	154.50049939	9301	8	20	77	4	08	2	52	56	93	4	0	0	0	0	200000	0	0	1	200601107463	20060110746301	153.606593864566
70	05	01	73	86.247966186	5244	52	48	39	1	01	2	52	41	52	4	7	0	0	0	2000000	0	0	1	200601107465	20060110746501	88.0368007048524
70	03	01	73	157.46425521		26	30	36	1	01	1						0	0	0	0	0	0	1	200601107469	20060110746901	158.089517435886
70	02	01	73	190.92101286	8060	104	48	57	1	01	2	208	57	80	1	6	0	0	0	1000000	0	0	1	200601107471	20060110747101	189.660676777765
