Reg	Orden	Hogar	Area	Fex_c	P3	P4	P5	P6	P7	P8	Pn8a	Pn8b	P9	P10	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	02	01	76	759.2995669	02	2	39	2	1	2	2	07		305	3	5	200601108133	20060110813301	759.091529526712
10	03	01	76	759.2995669	03	2	21	5	1	2	2	02		613	6	13	200601108133	20060110813301	759.091529526712
10	04	01	76	759.2995669	03	1	9	5	1	1			2	302	3	2	200601108133	20060110813301	759.091529526712
10	05	01	76	759.2995669	03	1	1	5									200601108133	20060110813301	759.091529526712
10	01	01	76	453.53542412	01	1	62	4	1	2	2	06		409	4	9	200601108134	20060110813401	456.875576588332
10	02	01	76	453.53542412	03	2	35	5	1	2	2	11		505	5	5	200601108134	20060110813401	456.875576588332
10	03	01	76	453.53542412	03	1	25	5	1	2	2	11		505	5	5	200601108134	20060110813401	456.875576588332
10	01	01	76	481.79576608	01	2	74	3	1	2	2	11		305	3	5	200601108135	20060110813501	484.118334910675
10	02	01	76	481.79576608	03	1	55	5	1	2	2	11		303	3	3	200601108135	20060110813501	484.118334910675
10	03	01	76	481.79576608	03	2	47	5	1	2	2	11		305	3	5	200601108135	20060110813501	484.118334910675
10	04	01	76	481.79576608	03	2	54	4	1	2	2	07		406	4	6	200601108135	20060110813501	484.118334910675
10	05	01	76	481.79576608	05	2	30	4	1	2	2	01		303	3	3	200601108135	20060110813501	484.118334910675
10	06	01	76	481.79576608	09	2	9	5	1	1			1	303	3	3	200601108135	20060110813501	484.118334910675
10	07	01	76	481.79576608	03	2	6	5	2	1			1	300	3	0	200601108135	20060110813501	484.118334910675
10	01	01	76	510.97643965	01	2	73	4	1	2	2	11		305	3	5	200601108136	20060110813601	512.643059453781
10	02	01	76	510.97643965	08	1	71	5	1	2	2	11		305	3	5	200601108136	20060110813601	512.643059453781
10	03	01	76	510.97643965	08	1	70	4	1	2	2	11		305	3	5	200601108136	20060110813601	512.643059453781
10	04	01	76	510.97643965	05	2	16	5	1	1			1	408	4	8	200601108136	20060110813601	512.643059453781
10	05	01	76	510.97643965	11	1	45	5	1	2	2	01		999	9	99	200601108136	20060110813601	512.643059453781
10	01	01	76	470.28921065	01	1	49	2	1	2	2	02		305	3	5	200601108137	20060110813701	482.870953083404
10	02	01	76	470.28921065	02	2	53	2	1	2	2	01		305	3	5	200601108137	20060110813701	482.870953083404
10	03	01	76	470.28921065	03	1	32	5	1	2	2	02		305	3	5	200601108137	20060110813701	482.870953083404
10	01	02	76	470.28921065	01	1	30	1	1	2	2	02		611	6	11	200601108137	20060110813702	482.870953083404
10	02	02	76	470.28921065	02	2	20	1	1	2	2	02		409	4	9	200601108137	20060110813702	482.870953083404
10	03	02	76	470.28921065	03	1	1	5									200601108137	20060110813702	482.870953083404
10	04	02	76	470.28921065	08	1	26	5	1	2	2	02		407	4	7	200601108137	20060110813702	482.870953083404
10	01	03	76	470.28921065	01	1	56	1	1	2	2	06		305	3	5	200601108137	20060110813703	482.870953083404
10	02	03	76	470.28921065	02	2	36	1	1	2	2	02		305	3	5	200601108137	20060110813703	482.870953083404
10	03	03	76	470.28921065	03	2	5	5	2	1			1	200	2	0	200601108137	20060110813703	482.870953083404
10	01	04	76	470.28921065	01	2	51	3	1	2	2	01		611	6	11	200601108137	20060110813704	482.870953083404
10	02	04	76	470.28921065	03	1	26	5	1	2	2	01		409	4	9	200601108137	20060110813704	482.870953083404
10	03	04	76	470.28921065	06	2	72	3	1	2	2	11		303	3	3	200601108137	20060110813704	482.870953083404
10	04	04	76	470.28921065	08	2	38	4	1	2	2	02		610	6	10	200601108137	20060110813704	482.870953083404
10	05	04	76	470.28921065	09	1	6	5	1	1			1	300	3	0	200601108137	20060110813704	482.870953083404
10	01	05	76	470.28921065	01	1	57	4	1	2	2	02		303	3	3	200601108137	20060110813705	482.870953083404
10	01	06	76	470.28921065	01	1	35	4	1	2	2	01		408	4	8	200601108137	20060110813706	482.870953083404
10	01	07	76	470.28921065	01	1	58	4	1	2	2	02		406	4	6	200601108137	20060110813707	482.870953083404
10	01	08	76	470.28921065	01	1	41	2	1	1			2	508	5	8	200601108137	20060110813708	482.870953083404
10	02	08	76	470.28921065	02	2	28	2	1	2	2	06		611	6	11	200601108137	20060110813708	482.870953083404
10	03	08	76	470.28921065	03	2	5	5	2	1			1	200	2	0	200601108137	20060110813708	482.870953083404
10	01	01	76	609.18799152	01	1	64	2	1	2	2	11		408	4	8	200601108138	20060110813801	608.559234828211
10	02	01	76	609.18799152	02	2	64	2	1	2	2	11		303	3	3	200601108138	20060110813801	608.559234828211
10	03	01	76	609.18799152	03	2	24	5	1	2	2	02		611	6	11	200601108138	20060110813801	608.559234828211
10	01	01	76	1020.0846616	01	1	49	1	1	2	2	01		409	4	9	200601108139	20060110813901	1021.21862173345
10	02	01	76	1020.0846616	02	2	72	1	1	2	2	11		305	3	5	200601108139	20060110813901	1021.21862173345
10	03	01	76	1020.0846616	03	1	28	4	1	1			1	409	4	9	200601108139	20060110813901	1021.21862173345
10	04	01	76	1020.0846616	05	1	11	5	1	1			1	301	3	1	200601108139	20060110813901	1021.21862173345
10	05	01	76	1020.0846616	03	2	23	1	1	2	2	02		611	6	11	200601108139	20060110813901	1021.21862173345
10	06	01	76	1020.0846616	04	1	33	1	1	2	2	08		305	3	5	200601108139	20060110813901	1021.21862173345
10	07	01	76	1020.0846616	05	1	5	5	2	1			1	300	3	0	200601108139	20060110813901	1021.21862173345
10	01	01	76	622.14954675	01	2	38	4	1	2	2	02		611	6	11	200601108140	20060110814001	622.856676151979
10	02	01	76	622.14954675	03	1	9	5	1	1			1	303	3	3	200601108140	20060110814001	622.856676151979
10	01	01	76	676.31178533	01	1	77	1	1	2	2	01		304	3	4	200601108141	20060110814101	676.446506705408
10	02	01	76	676.31178533	02	2	74	1	1	2	2	06		302	3	2	200601108141	20060110814101	676.446506705408
10	03	01	76	676.31178533	03	2	36	4	1	2	2	07		611	6	11	200601108141	20060110814101	676.446506705408
10	04	01	76	676.31178533	05	2	6	5	1	1			1	400	4	0	200601108141	20060110814101	676.446506705408
10	05	01	76	676.31178533	05	2	6	5	1	1			1	300	3	0	200601108141	20060110814101	676.446506705408
10	01	01	76	647.62529594	01	2	54	5	1	2	2	11		305	3	5	200601108142	20060110814201	647.793291141198
10	02	01	76	647.62529594	03	1	32	4	1	2	2	06		406	4	6	200601108142	20060110814201	647.793291141198
10	03	01	76	647.62529594	05	2	7	5	2	1			1	300	3	0	200601108142	20060110814201	647.793291141198
10	01	02	76	647.62529594	01	2	21	5	1	2	2	02		407	4	7	200601108142	20060110814202	647.793291141198
10	02	02	76	647.62529594	03	1	3	5									200601108142	20060110814202	647.793291141198
10	03	02	76	647.62529594	06	2	36	3	1	2	2	02		304	3	4	200601108142	20060110814202	647.793291141198
10	01	01	76	591.13710055	01	1	65	2	1	2	2	11		305	3	5	200601108143	20060110814301	589.663971450213
10	02	01	76	591.13710055	02	2	64	2	1	2	2	11		305	3	5	200601108143	20060110814301	589.663971450213
10	03	01	76	591.13710055	03	2	23	5	1	2	2	02		611	6	11	200601108143	20060110814301	589.663971450213
10	04	01	76	591.13710055	03	2	23	5	1	1			1	502	5	2	200601108143	20060110814301	589.663971450213
10	05	01	76	591.13710055	03	1	22	5	1	1			1	503	5	3	200601108143	20060110814301	589.663971450213
10	06	01	76	591.13710055	03	1	33	2	1	2	2	01		611	6	11	200601108143	20060110814301	589.663971450213
10	07	01	76	591.13710055	04	2	33	2	1	2	2	01		611	6	11	200601108143	20060110814301	589.663971450213
10	08	01	76	591.13710055	05	1	5	5	2	1			1	200	2	0	200601108143	20060110814301	589.663971450213
10	01	01	76	584.40065962	01	1	40	2	1	2	2	02		501	5	1	200601108144	20060110814401	584.089859306344
10	02	01	76	584.40065962	02	2	36	2	1	2	2	02		611	6	11	200601108144	20060110814401	584.089859306344
10	03	01	76	584.40065962	03	1	18	5	1	2	2	02		611	6	11	200601108144	20060110814401	584.089859306344
10	04	01	76	584.40065962	03	1	13	5	1	1			1	407	4	7	200601108144	20060110814401	584.089859306344
10	05	01	76	584.40065962	03	1	10	5	1	1			1	304	3	4	200601108144	20060110814401	584.089859306344
10	01	01	76	545.0807996	01	2	58	3	1	2	2	01		305	3	5	200601108145	20060110814501	539.398058496642
10	02	01	76	545.0807996	03	1	18	5	1	1			1	501	5	1	200601108145	20060110814501	539.398058496642
10	03	01	76	545.0807996	03	2	39	4	1	2	2	01		611	6	11	200601108145	20060110814501	539.398058496642
10	04	01	76	545.0807996	05	1	17	5	1	2	2	08		611	6	11	200601108145	20060110814501	539.398058496642
10	05	01	76	545.0807996	05	2	14	5	1	1			1	407	4	7	200601108145	20060110814501	539.398058496642
10	06	01	76	545.0807996	05	1	4	5									200601108145	20060110814501	539.398058496642
10	01	02	76	545.0807996	01	1	43	2	1	2	2	01		611	6	11	200601108145	20060110814502	539.398058496642
10	02	02	76	545.0807996	02	2	38	2	1	2	2	06		611	6	11	200601108145	20060110814502	539.398058496642
10	03	02	76	545.0807996	03	1	19	5	1	2	2	06		611	6	11	200601108145	20060110814502	539.398058496642
10	04	02	76	545.0807996	03	1	17	5	1	1			1	501	5	1	200601108145	20060110814502	539.398058496642
10	05	02	76	545.0807996	03	2	16	5	1	1			1	610	6	10	200601108145	20060110814502	539.398058496642
10	01	03	76	545.0807996	01	1	17	5	1	2	2	06		305	3	5	200601108145	20060110814503	539.398058496642
10	01	01	76	521.76099596	01	2	76	4	1	2	2	11		408	4	8	200601108146	20060110814601	523.193514690863
10	02	01	76	521.76099596	03	2	49	5	1	2	2	02		408	4	8	200601108146	20060110814601	523.193514690863
10	03	01	76	521.76099596	05	2	26	4	1	2	2	01		611	6	11	200601108146	20060110814601	523.193514690863
10	04	01	76	521.76099596	09	1	3	5									200601108146	20060110814601	523.193514690863
10	01	02	76	521.76099596	01	1	24	2	1	2	2	01		611	6	11	200601108146	20060110814602	523.193514690863
10	02	02	76	521.76099596	02	2	25	2	1	2	2	02		408	4	8	200601108146	20060110814602	523.193514690863
10	03	02	76	521.76099596	03	1	0	5									200601108146	20060110814602	523.193514690863
10	01	01	76	797.53798274	01	2	74	3	1	2	2	11		305	3	5	200601108147	20060110814701	794.906333538021
10	02	01	76	797.53798274	03	2	18	5	1	1			2	500	5	0	200601108147	20060110814701	794.906333538021
10	03	01	76	797.53798274	09	2	10	5	1	1			1	304	3	4	200601108147	20060110814701	794.906333538021
10	01	01	76	610.02023172	01	1	72	2	1	2	2	11		302	3	2	200601108148	20060110814801	609.640816658361
10	02	01	76	610.02023172	02	2	62	2	1	2	2	11		305	3	5	200601108148	20060110814801	609.640816658361
10	03	01	76	610.02023172	03	2	45	4	1	2	2	07		407	4	7	200601108148	20060110814801	609.640816658361
10	04	01	76	610.02023172	05	2	15	5	1	1			1	409	4	9	200601108148	20060110814801	609.640816658361
10	01	02	76	610.02023172	01	2	37	1	1	1			2	500	5	0	200601108148	20060110814802	609.640816658361
10	02	02	76	610.02023172	02	1	45	1	1	2	2	06		611	6	11	200601108148	20060110814802	609.640816658361
10	03	02	76	610.02023172	03	2	21	1	1	2	2	07		406	4	6	200601108148	20060110814802	609.640816658361
10	04	02	76	610.02023172	05	1	5	5	2	1			1	200	2	0	200601108148	20060110814802	609.640816658361
10	05	02	76	610.02023172	05	2	1	5									200601108148	20060110814802	609.640816658361
10	01	01	76	739.48038899	01	1	45	2	1	2	2	02		611	6	11	200601108149	20060110814901	738.615230561842
10	02	01	76	739.48038899	02	2	34	2	1	2	2	06		302	3	2	200601108149	20060110814901	738.615230561842
10	03	01	76	739.48038899	03	2	13	5	1	1			1	400	4	0	200601108149	20060110814901	738.615230561842
10	04	01	76	739.48038899	03	2	10	5	1	1			1	304	3	4	200601108149	20060110814901	738.615230561842
10	05	01	76	739.48038899	03	1	7	5	1	1			2	301	3	1	200601108149	20060110814901	738.615230561842
10	01	01	76	699.0437803	01	2	41	5	1	2	2	02		611	6	11	200601108150	20060110815001	697.919067227684
10	02	01	76	699.0437803	06	2	63	4	1	2	2	02		305	3	5	200601108150	20060110815001	697.919067227684
10	03	01	76	699.0437803	08	1	24	5	1	2	2	02		611	6	11	200601108150	20060110815001	697.919067227684
10	04	01	76	699.0437803	09	1	11	5	1	1			1	304	3	4	200601108150	20060110815001	697.919067227684
10	05	01	76	699.0437803	09	2	10	5	1	1			1	304	3	4	200601108150	20060110815001	697.919067227684
10	06	01	76	699.0437803	09	2	8	5	1	1			1	302	3	2	200601108150	20060110815001	697.919067227684
10	01	02	76	699.0437803	01	1	61	4	1	2	2	11		304	3	4	200601108150	20060110815002	697.919067227684
10	01	03	76	699.0437803	01	1	40	2	1	2	2	07		305	3	5	200601108150	20060110815003	697.919067227684
10	02	03	76	699.0437803	02	2	33	2	1	2	2	07		305	3	5	200601108150	20060110815003	697.919067227684
10	03	03	76	699.0437803	03	1	12	5	1	1			1	406	4	6	200601108150	20060110815003	697.919067227684
10	04	03	76	699.0437803	03	2	7	5	1	1			1	301	3	1	200601108150	20060110815003	697.919067227684
10	01	01	76	516.83673914	01	1	76	2	1	2	2	11		304	3	4	200601108151	20060110815101	521.888593341131
10	02	01	76	516.83673914	02	2	75	2	1	2	2	11		305	3	5	200601108151	20060110815101	521.888593341131
10	01	02	76	516.83673914	01	1	42	1	1	2	2	01		409	4	9	200601108151	20060110815102	521.888593341131
10	02	02	76	516.83673914	02	2	34	1	1	2	2	02		305	3	5	200601108151	20060110815102	521.888593341131
10	01	03	76	516.83673914	01	1	41	1	1	2	2	02		611	6	11	200601108151	20060110815103	521.888593341131
10	02	03	76	516.83673914	02	2	31	1	1	2	2	01		409	4	9	200601108151	20060110815103	521.888593341131
10	03	03	76	516.83673914	03	1	0	5									200601108151	20060110815103	521.888593341131
10	01	01	76	571.58753443	01	2	70	4	1	2	2	06		302	3	2	200601108152	20060110815201	572.726234075873
10	02	01	76	571.58753443	03	1	36	5	1	2	2	01		407	4	7	200601108152	20060110815201	572.726234075873
10	03	01	76	571.58753443	03	1	24	5	1	1			2	500	5	0	200601108152	20060110815201	572.726234075873
10	04	01	76	571.58753443	11	1	78	4	1	2	2	01		303	3	3	200601108152	20060110815201	572.726234075873
10	01	01	76	834.00679834	01	1	35	5	1	2	2	01		305	3	5	200601108153	20060110815301	834.637760352784
10	02	01	76	834.00679834	06	1	75	2	2	2	2	11		100	1	0	200601108153	20060110815301	834.637760352784
10	03	01	76	834.00679834	06	2	55	2	1	2	2	07		303	3	3	200601108153	20060110815301	834.637760352784
10	04	01	76	834.00679834	08	1	25	5	1	2	2	02		407	4	7	200601108153	20060110815301	834.637760352784
10	05	01	76	834.00679834	08	1	18	5	1	2	2	02		408	4	8	200601108153	20060110815301	834.637760352784
10	06	01	76	834.00679834	09	1	9	5	1	1			1	303	3	3	200601108153	20060110815301	834.637760352784
10	07	01	76	834.00679834	09	1	8	5	1	1			1	302	3	2	200601108153	20060110815301	834.637760352784
10	08	01	76	834.00679834	09	2	7	5	1	1			1	301	3	1	200601108153	20060110815301	834.637760352784
10	01	01	76	650.62710955	01	1	45	1	1	2	2	11		407	4	7	200601108154	20060110815401	650.749518650475
10	02	01	76	650.62710955	02	2	40	1	1	2	2	07		305	3	5	200601108154	20060110815401	650.749518650475
10	03	01	76	650.62710955	03	2	13	5	1	1			1	407	4	7	200601108154	20060110815401	650.749518650475
10	04	01	76	650.62710955	03	1	8	5	1	1			1	302	3	2	200601108154	20060110815401	650.749518650475
10	01	01	76	775.08142239	01	2	76	4	1	2	2	11		303	3	3	200601108155	20060110815501	774.112819628741
10	02	01	76	775.08142239	05	2	8	5	1	1			1	301	3	1	200601108155	20060110815501	774.112819628741
10	01	01	76	776.52818517	01	1	51	1	1	2	2	02		303	3	3	200601108156	20060110815601	775.897872762335
10	02	01	76	776.52818517	02	2	49	1	1	2	2	02		406	4	6	200601108156	20060110815601	775.897872762335
10	03	01	76	776.52818517	03	2	23	3	1	2	2	02		611	6	11	200601108156	20060110815601	775.897872762335
10	04	01	76	776.52818517	05	2	3	5									200601108156	20060110815601	775.897872762335
10	01	01	76	791.80434275	01	2	85	4	1	2	2	11		304	3	4	200601108157	20060110815701	791.826225239692
10	01	01	76	538.64268478	01	2	52	4	2	2	2	11		100	1	0	200601108158	20060110815801	542.315487137092
10	02	01	76	538.64268478	03	2	32	5	1	2	2	01		611	6	11	200601108158	20060110815801	542.315487137092
10	03	01	76	538.64268478	05	2	11	5	1	1			2	400	4	0	200601108158	20060110815801	542.315487137092
10	01	02	76	538.64268478	01	1	43	1	1	2	2	01		505	5	5	200601108158	20060110815802	542.315487137092
10	02	02	76	538.64268478	02	2	36	1	1	2	2	02		502	5	2	200601108158	20060110815802	542.315487137092
10	01	01	76	648.09332654	01	2	51	1	1	2	2	11		408	4	8	200601108159	20060110815901	650.521425049181
10	02	01	76	648.09332654	02	1	47	1	1	2	2	01		409	4	9	200601108159	20060110815901	650.521425049181
10	01	01	76	542.10632743	01	2	48	1	1	2	2	06		611	6	11	200601108160	20060110816001	545.726530248671
10	02	01	76	542.10632743	03	2	28	1	1	2	1	01		501	5	1	200601108160	20060110816001	545.726530248671
10	03	01	76	542.10632743	04	1	40	1	1	2	2	01		611	6	11	200601108160	20060110816001	545.726530248671
10	01	01	76	678.5381516	01	2	49	4	1	2	2	11		305	3	5	200601108161	20060110816101	677.327809920319
10	02	01	76	678.5381516	03	1	22	5	1	2	2	02		611	6	11	200601108161	20060110816101	677.327809920319
10	03	01	76	678.5381516	03	2	9	5	1	1			1	303	3	3	200601108161	20060110816101	677.327809920319
10	01	01	76	470.02779601	01	2	54	5	1	2	2	11		611	6	11	200601108162	20060110816201	471.149063430878
10	02	01	76	470.02779601	08	2	51	4	1	2	2	11		305	3	5	200601108162	20060110816201	471.149063430878
10	03	01	76	470.02779601	09	1	19	5	1	1			2	500	5	0	200601108162	20060110816201	471.149063430878
10	01	01	76	516.85438388	01	1	30	1	1	1			2	500	5	0	200601108163	20060110816301	519.26520429367
10	02	01	76	516.85438388	02	2	29	1	1	2	2	11		505	5	5	200601108163	20060110816301	519.26520429367
10	01	02	76	516.85438388	01	2	40	5	1	2	2	01		611	6	11	200601108163	20060110816302	519.26520429367
10	02	02	76	516.85438388	03	1	17	5	1	2	2	02		611	6	11	200601108163	20060110816302	519.26520429367
10	01	01	76	923.18153558	01	2	70	3	1	2	2	11		408	4	8	200601108164	20060110816401	924.568412355276
10	01	02	76	923.18153558	01	1	52	1	1	2	2	01		304	3	4	200601108164	20060110816402	924.568412355276
10	02	02	76	923.18153558	02	2	60	1	1	2	2	07		409	4	9	200601108164	20060110816402	924.568412355276
10	01	01	76	674.0048287	01	1	50	1	1	2	2	11		305	3	5	200601108165	20060110816501	674.514021073404
10	02	01	76	674.0048287	02	2	46	1	1	2	2	06		305	3	5	200601108165	20060110816501	674.514021073404
10	03	01	76	674.0048287	03	2	14	5	1	1			1	407	4	7	200601108165	20060110816501	674.514021073404
10	01	01	76	650.53229017	01	1	42	1	1	2	2	11		409	4	9	200601108166	20060110816601	651.649067676138
10	02	01	76	650.53229017	02	2	38	1	1	2	2	11		406	4	6	200601108166	20060110816601	651.649067676138
10	03	01	76	650.53229017	03	2	8	5	1	1			1	301	3	1	200601108166	20060110816601	651.649067676138
10	01	01	76	562.25062629	01	1	39	2	1	2	2	01		303	3	3	200601108167	20060110816701	561.643796956626
10	02	01	76	562.25062629	02	2	32	2	2	2	2	07		301	3	1	200601108167	20060110816701	561.643796956626
10	03	01	76	562.25062629	03	2	14	5	1	1			1	407	4	7	200601108167	20060110816701	561.643796956626
10	04	01	76	562.25062629	03	1	12	5	1	1			1	303	3	3	200601108167	20060110816701	561.643796956626
10	01	01	76	851.26702493	01	1	45	2	1	2	2	01		305	3	5	200601108168	20060110816801	846.034446600008
10	02	01	76	851.26702493	02	2	40	2	1	2	2	06		305	3	5	200601108168	20060110816801	846.034446600008
10	03	01	76	851.26702493	03	2	22	5	1	2	2	01		611	6	11	200601108168	20060110816801	846.034446600008
10	04	01	76	851.26702493	03	2	4	5									200601108168	20060110816801	846.034446600008
10	05	01	76	851.26702493	03	2	19	5	1	2	2	01		611	6	11	200601108168	20060110816801	846.034446600008
10	06	01	76	851.26702493	03	1	16	5	1	2	2	06		305	3	5	200601108168	20060110816801	846.034446600008
10	07	01	76	851.26702493	03	2	11	5	1	1			1	400	4	0	200601108168	20060110816801	846.034446600008
10	08	01	76	851.26702493	03	2	2	5									200601108168	20060110816801	846.034446600008
10	01	01	76	509.50625455	01	1	71	3	1	2	2	11		406	4	6	200601108169	20060110816901	514.896071253393
10	02	01	76	509.50625455	03	1	48	5	1	2	2	11		305	3	5	200601108169	20060110816901	514.896071253393
