Reg	Orden	Hogar	Area	Fex_c	Oci	P37	P37na	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	01	01	05	689.52176612	1	2				2					1		1								1	1	200601100206	20060110020601	690.30693224421
62	02	01	05	577.93108115	1	2				2					2												200601100207	20060110020701	578.778941264238
62	01	01	05	688.25574666	1	2				2					1		1		1				1		2	1	200601100208	20060110020801	687.763540991129
62	02	01	05	688.25574666	1	2				1	48	2	1	1									1		2	1	200601100208	20060110020801	687.763540991129
62	01	01	05	652.89915631	1	2				2					2												200601100209	20060110020901	651.85861534585
62	01	01	05	799.92184061	1	2				2					1								1		2	1	200601100210	20060110021001	801.2377714003
62	02	01	05	799.92184061	1	2				2					2												200601100210	20060110021001	801.2377714003
62	01	01	05	774.2727503	1	2				1	10	1	1	2													200601100211	20060110021101	773.511489084715
62	01	01	05	595.26288719	1	2				2					2												200601100212	20060110021201	592.508686567218
62	03	01	05	595.26288719	1	2				2					1	1	1				1				2	1	200601100212	20060110021201	592.508686567218
62	01	01	05	720.15201458	1	2				2					2												200601100213	20060110021301	720.332959899474
62	01	01	05	635.1164587	1	2				2					2												200601100214	20060110021401	633.452240190727
62	01	01	05	574.58917511	1	2				2					2												200601100215	20060110021501	573.954475231872
62	01	01	05	737.79686023	1	2				2					2												200601100216	20060110021601	737.306601964687
62	01	02	05	737.79686023	1	2				2					2												200601100216	20060110021602	737.306601964687
62	02	02	05	737.79686023	1	2				2					1		1								1	1	200601100216	20060110021602	737.306601964687
62	01	01	05	820.76918004	1	2				2					2												200601100217	20060110021701	821.13891629667
62	02	01	05	820.76918004	1	2				2					2												200601100217	20060110021701	821.13891629667
62	01	01	05	696.16462434	1	2				2					2												200601100218	20060110021801	696.990805832656
62	05	01	05	696.16462434	1	2				1	24	1	1	1		1	1								2	1	200601100218	20060110021801	696.990805832656
62	02	01	05	729.54896498	1	2				2					1		1						1		1	1	200601100219	20060110021901	732.597419428744
62	03	01	05	729.54896498	1	2				1	24	1	1	2													200601100219	20060110021901	732.597419428744
62	01	01	05	736.01819586	1	2				2					2												200601100220	20060110022001	737.934359456166
62	02	01	05	736.01819586	1	2				1	48	1	1	2													200601100220	20060110022001	737.934359456166
62	04	01	05	736.01819586	1	2				1	16	1	1	1			1								1	1	200601100220	20060110022001	737.934359456166
62	01	01	05	927.83561838	1	2				2					2												200601100221	20060110022101	927.702676741644
62	01	01	05	659.45110363	1	2				1	24	1	1	2													200601100223	20060110022301	659.488261379594
62	01	01	05	673.65558484	1	2				2					2												200601100224	20060110022401	672.705532687518
62	01	01	05	659.45110363	1	2				2					2												200601100225	20060110022501	659.488261379594
62	01	01	05	688.25574666	1	2				2					2												200601100227	20060110022701	687.763540991129
62	01	01	05	678.53535606	1	2				2					2												200601100228	20060110022801	680.821017665816
62	03	01	05	678.53535606	1	2				2					2												200601100228	20060110022801	680.821017665816
62	04	01	05	678.53535606	1	2				2					2												200601100228	20060110022801	680.821017665816
62	01	01	05	720.04107024	1	2				2					2												200601100229	20060110022901	718.003730592257
62	02	01	05	720.04107024	1	2				2					2												200601100229	20060110022901	718.003730592257
62	01	01	05	728.10931818	1	2				2					2												200601100230	20060110023001	728.707094614638
62	02	01	05	728.10931818	1	2				2					2												200601100230	20060110023001	728.707094614638
62	01	01	05	728.10931818	1	2				2					2												200601100231	20060110023101	728.707094614638
62	02	01	05	728.10931818	1	2				2					2												200601100231	20060110023101	728.707094614638
62	01	01	05	688.25574666	1	2				2					2												200601100232	20060110023201	687.763540991129
62	07	01	05	600.44012065	1	2				2					1				1						1	1	200601100233	20060110023301	603.064214409376
62	01	01	05	627.38120837	1	2				2					2												200601100236	20060110023601	625.571908910224
62	01	01	05	627.38120837	1	2				2					2												200601100237	20060110023701	625.571908910224
62	02	01	05	627.38120837	1	2				2					2												200601100237	20060110023701	625.571908910224
62	01	01	05	760.0682691	1	2				2					2												200601100238	20060110023801	760.29421777679
62	02	01	05	723.66771256	1	2				2					1				1						1	1	200601100239	20060110023901	722.339704313092
62	03	01	05	723.66771256	1	2				2					1				1						1	1	200601100239	20060110023901	722.339704313092
62	05	01	05	723.66771256	1	2				2					1				1						2	1	200601100239	20060110023901	722.339704313092
62	01	01	05	680.29844307	1	2				2					2												200601100240	20060110024001	679.389406275964
62	01	01	05	673.5446405	1	2				2					2												200601100241	20060110024101	670.376303380301
62	01	01	05	648.47758413	1	2				1	40	1	1	1			1								2	1	200601100242	20060110024201	648.766226796818
62	02	01	05	648.47758413	1	1	4	150000	18	1	24	2	1	1			1								2	1	200601100242	20060110024201	648.766226796818
62	01	01	05	681.27989083	1	2				2					2												200601100243	20060110024301	678.256634660804
62	01	01	05	758.71960864	1	2				2					2												200601100244	20060110024401	759.153986290257
62	01	01	05	539.42749038	1	2				2					1		1								2	1	200601100245	20060110024501	539.908638645465
62	02	01	05	539.42749038	1	2				1	40	1	1	1			1						1		1	1	200601100245	20060110024501	539.908638645465
62	02	01	05	745.89201578	1	2				2					2												200601100246	20060110024601	747.113469769761
62	04	01	05	745.89201578	1	2				2					2												200601100246	20060110024601	747.113469769761
62	01	01	05	820.76918004	1	2				2					2												200601100247	20060110024701	821.13891629667
62	01	01	05	621.08560484	1	2				1	40	1	1	2													200601100248	20060110024801	621.581902443827
62	03	01	05	621.08560484	1	2				2					1		1								1	1	200601100248	20060110024801	621.581902443827
62	01	01	05	595.43651454	1	2				2					2												200601100249	20060110024901	593.855620128242
62	03	01	05	595.43651454	1	2				2					2												200601100249	20060110024901	593.855620128242
62	02	01	05	814.29994916	1	2				2					2												200601100250	20060110025001	815.801976269249
62	03	01	05	814.29994916	1	2				2					2												200601100250	20060110025001	815.801976269249
62	07	01	05	357.35298544	1	2				2					2												200601100251	20060110025101	357.41106638672
62	08	01	05	357.35298544	1	2				2					2												200601100251	20060110025101	357.41106638672
62	11	01	05	357.35298544	1	2				2					2												200601100251	20060110025101	357.41106638672
62	01	01	05	580.88477863	1	2				2					2												200601100252	20060110025201	577.944481698269
62	01	01	05	547.70253327	1	2				2					2												200601100253	20060110025301	543.252535557198
62	02	02	05	547.70253327	1	2				2					2												200601100253	20060110025302	543.252535557198
62	01	01	05	713.6827837	1	2				2					2												200601100254	20060110025401	714.996019872052
62	02	01	05	713.6827837	1	2				2					2												200601100254	20060110025401	714.996019872052
62	01	01	05	624.42751089	1	2				1	40	2	1	1			1								1	1	200601100255	20060110025501	626.406368476193
62	02	01	05	595.37383153	1	2				2					2												200601100256	20060110025601	594.837915874435
62	01	01	05	582.65742305	1	2				2					1		1						1		1	1	200601100257	20060110025701	584.657839254253
62	02	01	05	582.65742305	1	2				2					1		1		1						2	1	200601100257	20060110025701	584.657839254253
62	03	01	05	582.65742305	1	2				2					1		1		1						2	1	200601100257	20060110025701	584.657839254253
62	05	01	05	582.65742305	1	2				2					1	1	1								2	1	200601100257	20060110025701	584.657839254253
62	01	01	05	641.87026127	1	2				2					2												200601100258	20060110025801	642.465343086391
62	01	01	05	560.52386613	1	2				2					2												200601100259	20060110025901	563.102956532059
62	02	01	05	560.52386613	1	2				2					2												200601100259	20060110025901	563.102956532059
62	01	01	05	664.20567342	1	2				2					2												200601100260	20060110026001	665.403682670504
62	02	01	05	664.20567342	1	2				2					1		1								2	1	200601100260	20060110026001	665.403682670504
62	03	01	05	664.20567342	1	2				2					1		1					1			2	1	200601100260	20060110026001	665.403682670504
62	01	01	05	683.05253524	1	2				2					2												200601100261	20060110026101	684.969992216788
62	01	01	05	742.48742673	1	2				2					2												200601100262	20060110026201	743.271299483587
62	02	01	05	742.48742673	1	2				2					2												200601100262	20060110026201	743.271299483587
62	04	01	05	828.67805772	1	2				2					2												200601100263	20060110026301	830.366181138198
62	01	01	05	656.38646181	1	2				2					2												200601100264	20060110026401	657.993491638346
62	01	01	05	838.86462037	1	2				2					2												200601100265	20060110026501	838.242928720454
62	07	01	05	838.86462037	1	2				2					2												200601100265	20060110026501	838.242928720454
62	08	01	05	838.86462037	1	2				2					2												200601100265	20060110026501	838.242928720454
62	01	01	05	785.50000393	1	2				2					2												200601100266	20060110026601	783.277449740399
62	01	01	05	571.22664923	1	2				2					2												200601100267	20060110026701	568.718593941855
62	02	01	05	571.22664923	1	2				2					1		1								2	1	200601100267	20060110026701	568.718593941855
62	04	01	05	571.22664923	1	2				2					1		1								2	1	200601100267	20060110026701	568.718593941855
62	07	01	05	571.22664923	1	2				2					1	1	1								1	1	200601100267	20060110026701	568.718593941855
62	08	01	05	571.22664923	1	2				2					1		1								1	1	200601100267	20060110026701	568.718593941855
62	01	01	05	809.9869587	1	2				2					2												200601100268	20060110026801	810.84209331964
62	02	01	05	809.9869587	1	2				2					2												200601100268	20060110026801	810.84209331964
62	01	01	05	793.93846587	1	2				2					2												200601100270	20060110027001	791.874181937612
62	01	01	05	951.0829096	1	2				2					2												200601100272	20060110027201	952.170985192247
62	02	01	05	951.0829096	1	2				2					2												200601100272	20060110027201	952.170985192247
62	06	01	05	951.0829096	1	2				2					2												200601100272	20060110027201	952.170985192247
62	01	01	05	693.16533806	1	2				2					2												200601100273	20060110027301	695.04974618106
62	01	01	05	646.12666436	1	2				2					2												200601100275	20060110027501	648.261968236578
62	02	01	05	646.12666436	1	2				2					1	1	1								1	1	200601100275	20060110027501	648.261968236578
62	03	01	05	646.12666436	1	2				1	48	2	1	1			1								1	1	200601100275	20060110027501	648.261968236578
62	05	01	05	646.12666436	1	2				2					2												200601100275	20060110027501	648.261968236578
62	01	01	05	745.89201578	1	2				2					2												200601100276	20060110027601	747.113469769761
62	02	01	05	745.89201578	1	2				2					2												200601100276	20060110027601	747.113469769761
62	01	01	05	844.95866554	1	2				2					2												200601100278	20060110027801	845.395737818504
62	03	01	05	844.95866554	1	2				1	15	1	1	1		1	1								1	1	200601100278	20060110027801	845.395737818504
62	01	01	05	705.83658903	1	2				2					2												200601100279	20060110027901	704.786459284332
62	01	01	05	766.53749997	1	2				2					1		1								2	1	200601100280	20060110028001	765.631157804212
62	02	01	05	766.53749997	1	2				2					1		1								2	1	200601100280	20060110028001	765.631157804212
62	01	01	05	680.29844307	1	2				2					1		1								1	1	200601100281	20060110028101	679.389406275964
62	03	01	05	680.29844307	1	2				2					1		1								1	1	200601100281	20060110028101	679.389406275964
62	01	01	05	720.15201458	1	1	4	50000	24	2					2												200601100282	20060110028201	720.332959899474
62	01	01	05	763.22389726	1	2				2					2												200601100283	20060110028301	764.53908084561
62	02	01	05	763.22389726	1	2				2					2												200601100283	20060110028301	764.53908084561
62	01	01	05	736.01819586	1	2				2					2												200601100285	20060110028501	737.934359456166
62	03	01	05	736.01819586	1	2				2					1		1								1	1	200601100285	20060110028501	737.934359456166
62	02	01	05	505.95918846	1	2				2					1		1					1			2	1	200601100286	20060110028601	504.772165297722
62	01	01	05	737.8722692	1	2				2					2												200601100287	20060110028701	739.252841393886
62	02	01	05	737.8722692	1	2				2					2												200601100287	20060110028701	739.252841393886
62	01	01	05	766.53749997	1	2				2					1		1		1						2	1	200601100288	20060110028801	765.631157804212
62	01	01	05	720.15201458	1	2				2					2												200601100289	20060110028901	720.332959899474
62	02	01	05	720.04107024	1	2				2					1		1		1				1		1	1	200601100290	20060110029001	718.003730592257
62	01	01	05	673.65558484	1	2				1	25	1	1	1			1						1		1	1	200601100291	20060110029101	672.705532687518
62	01	01	05	621.02292184	1	2				2					1								1		2	1	200601100292	20060110029201	622.56419819002
62	02	01	05	670.5640354	1	2				2					2												200601100293	20060110029301	672.107259163578
62	01	01	05	689.52176612	1	2				2					2												200601100294	20060110029401	690.30693224421
62	03	01	05	689.52176612	1	2				2					2												200601100294	20060110029401	690.30693224421
62	05	01	05	689.52176612	1	2				1	48	2	1	1		1	1		1						2	1	200601100294	20060110029401	690.30693224421
62	01	01	05	1047.7486974	1	2				2					2												200601100295	20060110029501	1051.10227170201
62	03	01	05	1047.7486974	1	2				2					2												200601100295	20060110029501	1051.10227170201
62	05	01	05	1047.7486974	1	2				2					2												200601100295	20060110029501	1051.10227170201
62	01	01	05	1482.124074	1	2				2					2												200601100296	20060110029601	1478.5036180993
62	05	01	05	1482.124074	1	2				2					2												200601100296	20060110029601	1478.5036180993
62	01	01	05	1318.9022073	1	2				2					1				1						1	1	200601100297	20060110029701	1318.97652275919
62	02	01	05	1283.5186339	1	2				1	30	1	1	2													200601100298	20060110029801	1280.27222755835
62	01	01	05	1520.1365382	1	1	1	58000	22	2					2												200601100299	20060110029901	1520.58843555358
62	02	01	05	1520.1365382	1	2				2					2												200601100299	20060110029901	1520.58843555358
62	02	01	05	1619.5913211	1	2				2					2												200601100300	20060110030001	1620.83376342779
62	01	01	05	1628.5998983	1	1	5	2500000	05	2					2												200601100301	20060110030101	1631.6039525385
62	02	01	05	1628.5998983	1	2				2					2												200601100301	20060110030101	1631.6039525385
62	01	01	05	1363.2257769	1	2				2					2												200601100302	20060110030201	1362.15933480537
62	01	01	05	1829.8342293	1	2				2					2												200601100303	20060110030301	1833.21586533289
62	02	01	05	1829.8342293	1	2				2					2												200601100303	20060110030301	1833.21586533289
62	03	01	05	1829.8342293	1	2				2					2												200601100303	20060110030301	1833.21586533289
62	01	01	05	957.40161459	1	2				2					2												200601100305	20060110030501	957.794737729271
